"","person_code","perceiver.id","target.id","Knowing","Liking","Meta_Liking","Friend","Leader"
"99","AB11KL",7,64,3,3,4,0,0
"100","AB11KL",7,7,NA,NA,NA,NA,NA
"101","AB11KL",7,9,2,3,3,0,0
"102","AB11KL",7,10,2,4,3,0,1
"103","AB11KL",7,6,2,3,3,0,0
"104","AB11KL",7,4,3,3,3,0,0
"105","AB12KL",53,52,2,3,3,0,1
"106","AB12KL",53,41,2,3,3,0,1
"107","AB12KL",53,42,3,4,4,0,1
"108","AB12KL",53,43,4,4,4,0,0
"109","AB12KL",53,44,3,4,3,0,1
"110","AB12KL",53,45,3,3,3,0,1
"111","AB12KL",53,46,4,4,4,0,1
"112","AB12KL",53,47,4,4,4,0,1
"113","AB12KL",53,48,3,4,4,0,0
"114","AB12KL",53,49,3,4,4,0,1
"115","AB12KL",53,50,4,5,4,0,1
"116","AB12KL",53,51,3,4,4,0,1
"117","AB12KL",53,72,NA,NA,NA,NA,NA
"118","AB12KL",53,19,2,3,3,0,0
"119","AB12KL",53,21,2,3,3,0,0
"120","AB12KL",53,22,4,5,4,1,0
"121","AB12KL",53,23,3,4,3,0,1
"122","AB12KL",53,24,3,4,4,0,1
"123","AB12KL",53,25,4,6,5,1,0
"124","AB12KL",53,26,3,4,4,0,0
"125","AB12KL",53,27,4,4,4,0,1
"126","AB12KL",53,28,3,4,4,0,1
"127","AB12KL",53,29,2,4,4,0,1
"128","AB12KL",53,35,2,3,3,0,1
"129","AB12KL",53,36,2,4,3,0,0
"130","AB12KL",53,37,3,3,4,0,0
"131","AB12KL",53,39,2,3,3,0,1
"132","AB12KL",53,40,3,4,4,0,1
"133","AB12KL",53,54,4,5,5,1,0
"134","AB12KL",53,4,4,4,4,0,1
"135","AB12KL",53,5,4,4,4,0,1
"136","AB12KL",53,6,2,3,3,0,1
"137","AB12KL",53,7,3,4,3,0,1
"138","AB12KL",53,9,3,3,3,0,1
"139","AB12KL",53,10,2,3,3,0,1
"140","AB12KL",53,12,3,4,4,0,0
"141","AB12KL",53,13,5,5,5,1,1
"142","AB12KL",53,15,4,5,5,0,1
"143","AB12KL",53,17,4,5,4,1,1
"144","AB12KL",53,18,5,5,4,1,1
"145","AB12KL",53,53,NA,NA,NA,NA,NA
"146","AB12KL",53,62,5,6,5,1,1
"147","AB12KL",53,63,2,3,3,0,0
"148","AB12KL",53,57,3,4,3,0,0
"149","AB12KL",53,61,3,3,3,0,1
"150","AB12KL",53,66,4,4,4,0,1
"151","AB12KL",53,68,2,3,3,0,1
"152","AB12KL",53,64,2,3,3,0,0
"153","AB12KL",53,65,2,3,3,0,1
"154","AB12KL",53,71,NA,NA,NA,NA,NA
"155","AB12KL",53,69,NA,NA,NA,NA,NA
"156","AB12KL",53,70,NA,NA,NA,NA,NA
"157","AD12TA",12,24,1,NA,NA,NA,NA
"158","AD12TA",12,21,1,NA,NA,NA,NA
"159","AD12TA",12,22,1,NA,NA,NA,NA
"160","AD12TA",12,23,3,4,3,0,0
"161","AD12TA",12,41,3,5,4,0,0
"162","AD12TA",12,42,1,NA,NA,NA,NA
"163","AD12TA",12,43,3,3,3,0,0
"164","AD12TA",12,72,NA,NA,NA,NA,NA
"165","AD12TA",12,18,2,3,3,0,0
"166","AD12TA",12,19,1,NA,NA,NA,NA
"167","AD12TA",12,37,1,NA,NA,NA,NA
"168","AD12TA",12,39,1,NA,NA,NA,NA
"169","AD12TA",12,40,3,5,3,0,0
"170","AD12TA",12,4,3,4,3,0,1
"171","AD12TA",12,5,2,3,3,0,1
"172","AD12TA",12,6,4,6,4,0,0
"173","AD12TA",12,44,3,3,3,0,0
"174","AD12TA",12,45,1,NA,NA,NA,NA
"175","AD12TA",12,46,3,3,3,0,0
"176","AD12TA",12,49,2,4,3,0,0
"177","AD12TA",12,50,2,4,3,0,0
"178","AD12TA",12,71,NA,NA,NA,NA,NA
"179","AD12TA",12,51,1,NA,NA,NA,NA
"180","AD12TA",12,52,1,NA,NA,NA,NA
"181","AD12TA",12,36,4,6,5,0,0
"182","AD12TA",12,53,3,4,3,0,0
"183","AD12TA",12,54,3,5,4,0,0
"184","AD12TA",12,57,3,4,3,0,1
"185","AD12TA",12,61,4,3,3,0,0
"186","AD12TA",12,7,2,3,3,0,0
"187","AD12TA",12,9,4,4,3,0,0
"188","AD12TA",12,10,2,3,3,0,0
"189","AD12TA",12,47,3,5,3,0,1
"190","AD12TA",12,48,1,NA,NA,NA,NA
"191","AD12TA",12,15,1,NA,NA,NA,NA
"192","AD12TA",12,17,1,NA,NA,NA,NA
"193","AD12TA",12,70,NA,NA,NA,NA,NA
"194","AD12TA",12,12,NA,NA,NA,NA,NA
"195","AD12TA",12,62,2,3,3,0,0
"196","AD12TA",12,25,1,NA,NA,NA,NA
"197","AD12TA",12,26,1,NA,NA,NA,NA
"198","AD12TA",12,35,1,NA,NA,NA,NA
"199","AD12TA",12,13,2,4,3,0,1
"200","AD12TA",12,68,3,4,3,0,0
"201","AD12TA",12,69,NA,NA,NA,NA,NA
"202","AD12TA",12,64,1,NA,NA,NA,NA
"203","AD12TA",12,65,1,NA,NA,NA,NA
"204","AD12TA",12,66,3,3,3,0,0
"205","AD12TA",12,63,3,4,3,0,0
"206","AD12TA",12,29,3,5,3,0,0
"207","AD12TA",12,28,4,6,5,0,1
"208","AD12TA",12,27,2,4,3,0,0
"209","AF08LG",10,23,2,4,4,0,0
"210","AF08LG",10,24,2,4,4,0,0
"211","AF08LG",10,25,2,4,4,0,0
"212","AF08LG",10,22,2,4,4,0,1
"213","AF08LG",10,68,2,4,4,0,0
"214","AF08LG",10,69,NA,NA,NA,NA,NA
"215","AF08LG",10,70,NA,NA,NA,NA,NA
"216","AF08LG",10,71,NA,NA,NA,NA,NA
"217","AF08LG",10,72,NA,NA,NA,NA,NA
"218","AF08LG",10,43,2,3,3,0,0
"219","AF08LG",10,44,2,6,4,0,1
"220","AF08LG",10,45,2,4,3,0,0
"221","AF08LG",10,21,2,5,4,0,1
"222","AF08LG",10,37,3,4,4,0,1
"223","AF08LG",10,39,2,5,5,0,0
"224","AF08LG",10,40,2,4,4,0,1
"225","AF08LG",10,41,2,3,4,0,0
"226","AF08LG",10,42,2,4,4,0,0
"227","AF08LG",10,6,2,3,3,0,1
"228","AF08LG",10,7,2,6,5,0,1
"229","AF08LG",10,26,2,5,5,0,1
"230","AF08LG",10,46,2,3,3,0,0
"231","AF08LG",10,47,2,4,3,0,1
"232","AF08LG",10,48,2,4,4,0,0
"233","AF08LG",10,19,2,3,3,0,0
"234","AF08LG",10,66,2,4,4,0,0
"235","AF08LG",10,49,2,4,4,0,0
"236","AF08LG",10,36,2,6,5,0,1
"237","AF08LG",10,52,3,4,3,0,1
"238","AF08LG",10,50,3,4,4,0,1
"239","AF08LG",10,5,2,4,4,0,1
"240","AF08LG",10,4,2,3,3,0,0
"241","AF08LG",10,13,2,5,4,0,0
"242","AF08LG",10,9,2,4,3,0,0
"243","AF08LG",10,10,NA,NA,NA,NA,NA
"244","AF08LG",10,12,2,6,6,0,1
"245","AF08LG",10,65,2,5,4,0,0
"246","AF08LG",10,15,2,4,4,0,1
"247","AF08LG",10,17,2,4,4,0,1
"248","AF08LG",10,18,2,5,4,0,0
"249","AF08LG",10,57,2,5,4,0,1
"250","AF08LG",10,51,3,5,5,0,0
"251","AF08LG",10,53,2,5,5,0,0
"252","AF08LG",10,54,2,4,4,0,1
"253","AF08LG",10,35,2,4,4,0,0
"254","AF08LG",10,27,2,5,5,0,1
"255","AF08LG",10,28,2,6,5,0,0
"256","AF08LG",10,29,2,4,3,0,0
"257","AF08LG",10,63,2,5,4,0,0
"258","AF08LG",10,64,2,4,4,0,0
"259","AF08LG",10,61,2,5,4,0,1
"260","AF08LG",10,62,2,4,4,0,1
"261","AG06EH",49,41,5,6,5,0,0
"262","AG06EH",49,43,2,5,4,0,0
"263","AG06EH",49,44,2,5,4,0,1
"264","AG06EH",49,40,5,6,5,0,1
"265","AG06EH",49,42,3,5,4,0,1
"266","AG06EH",49,49,NA,NA,NA,NA,NA
"267","AG06EH",49,24,3,6,5,0,0
"268","AG06EH",49,25,1,NA,NA,NA,NA
"269","AG06EH",49,22,4,6,5,0,1
"270","AG06EH",49,23,1,NA,NA,NA,NA
"271","AG06EH",49,47,3,6,5,0,1
"272","AG06EH",49,50,3,6,5,0,1
"273","AG06EH",49,45,2,5,5,0,1
"274","AG06EH",49,46,5,6,5,0,0
"275","AG06EH",49,52,4,5,5,0,1
"276","AG06EH",49,39,4,6,5,0,1
"277","AG06EH",49,21,2,5,4,0,0
"278","AG06EH",49,54,1,NA,NA,NA,NA
"279","AG06EH",49,4,2,5,4,0,1
"280","AG06EH",49,5,2,5,4,0,1
"281","AG06EH",49,6,2,4,4,0,1
"282","AG06EH",49,7,2,5,4,0,1
"283","AG06EH",49,9,4,5,4,0,1
"284","AG06EH",49,10,3,5,5,0,0
"285","AG06EH",49,48,2,4,4,0,0
"286","AG06EH",49,13,1,NA,NA,NA,NA
"287","AG06EH",49,51,3,5,5,0,1
"288","AG06EH",49,72,NA,NA,NA,NA,NA
"289","AG06EH",49,19,2,5,5,0,0
"290","AG06EH",49,53,3,5,4,0,1
"291","AG06EH",49,37,3,6,5,0,1
"292","AG06EH",49,63,2,6,5,0,0
"293","AG06EH",49,57,2,5,4,0,1
"294","AG06EH",49,61,5,6,6,0,0
"295","AG06EH",49,62,3,5,5,0,0
"296","AG06EH",49,15,2,6,4,0,0
"297","AG06EH",49,26,2,5,5,0,1
"298","AG06EH",49,12,2,6,5,0,0
"299","AG06EH",49,66,1,NA,NA,NA,NA
"300","AG06EH",49,27,2,5,4,0,0
"301","AG06EH",49,17,2,5,4,0,0
"302","AG06EH",49,18,2,5,5,0,1
"303","AG06EH",49,71,NA,NA,NA,NA,NA
"304","AG06EH",49,36,3,6,5,0,0
"305","AG06EH",49,68,2,5,4,0,0
"306","AG06EH",49,64,2,5,4,0,0
"307","AG06EH",49,65,2,4,4,0,1
"308","AG06EH",49,35,2,5,5,0,0
"309","AG06EH",49,69,NA,NA,NA,NA,NA
"310","AG06EH",49,70,NA,NA,NA,NA,NA
"311","AG06EH",49,28,3,5,5,0,0
"312","AG06EH",49,29,5,6,5,0,1
"313","AK08BN",21,57,3,5,4,0,1
"314","AK08BN",21,71,NA,NA,NA,NA,NA
"315","AK08BN",21,61,3,5,5,0,0
"316","AK08BN",21,29,3,5,4,0,1
"317","AK08BN",21,63,2,3,3,0,1
"318","AK08BN",21,35,4,3,3,0,1
"319","AK08BN",21,54,2,3,3,0,0
"320","AK08BN",21,53,2,5,4,0,1
"321","AK08BN",21,28,3,3,3,0,1
"322","AK08BN",21,48,4,5,4,0,1
"323","AK08BN",21,36,4,4,4,0,0
"324","AK08BN",21,62,2,4,4,0,1
"325","AK08BN",21,37,4,5,4,0,1
"326","AK08BN",21,39,4,6,5,1,1
"327","AK08BN",21,7,3,5,4,0,1
"328","AK08BN",21,72,NA,NA,NA,NA,NA
"329","AK08BN",21,52,2,4,4,0,1
"330","AK08BN",21,49,2,4,4,0,0
"331","AK08BN",21,64,4,3,4,0,1
"332","AK08BN",21,65,2,4,4,0,1
"333","AK08BN",21,40,3,4,4,0,1
"334","AK08BN",21,9,2,3,3,0,1
"335","AK08BN",21,6,3,4,4,0,1
"336","AK08BN",21,47,2,5,4,0,1
"337","AK08BN",21,51,2,3,4,0,1
"338","AK08BN",21,66,3,5,4,0,1
"339","AK08BN",21,10,2,3,3,0,0
"340","AK08BN",21,12,2,5,5,0,1
"341","AK08BN",21,24,4,5,5,1,1
"342","AK08BN",21,50,2,6,5,0,1
"343","AK08BN",21,70,NA,NA,NA,NA,NA
"344","AK08BN",21,25,3,5,5,0,1
"345","AK08BN",21,68,2,4,4,0,1
"346","AK08BN",21,13,2,6,4,0,1
"347","AK08BN",21,15,3,6,4,0,1
"348","AK08BN",21,41,3,5,4,0,1
"349","AK08BN",21,46,4,5,4,0,1
"350","AK08BN",21,69,NA,NA,NA,NA,NA
"351","AK08BN",21,27,2,4,4,0,1
"352","AK08BN",21,26,2,5,5,0,1
"353","AK08BN",21,17,3,4,4,0,1
"354","AK08BN",21,42,3,4,4,0,1
"355","AK08BN",21,4,2,4,4,0,1
"356","AK08BN",21,5,2,4,4,0,0
"357","AK08BN",21,45,4,5,5,0,1
"358","AK08BN",21,23,2,5,4,0,1
"359","AK08BN",21,18,3,5,4,0,1
"360","AK08BN",21,43,2,5,5,0,1
"361","AK08BN",21,44,2,4,4,0,1
"362","AK08BN",21,22,3,3,5,0,1
"363","AK08BN",21,19,2,4,4,0,1
"364","AK08BN",21,21,NA,NA,NA,NA,NA
"365","AK08BW",17,43,4,4,4,0,0
"366","AK08BW",17,51,2,3,3,0,0
"367","AK08BW",17,44,4,4,4,0,1
"368","AK08BW",17,45,3,4,4,0,0
"369","AK08BW",17,50,5,6,5,1,1
"370","AK08BW",17,42,4,5,4,0,1
"371","AK08BW",17,5,3,5,4,0,0
"372","AK08BW",17,6,2,4,4,0,0
"373","AK08BW",17,7,2,4,3,0,0
"374","AK08BW",17,46,4,5,4,0,1
"375","AK08BW",17,47,2,3,3,0,0
"376","AK08BW",17,48,2,3,3,0,0
"377","AK08BW",17,49,4,5,5,0,0
"378","AK08BW",17,15,5,6,6,1,0
"379","AK08BW",17,17,NA,NA,NA,NA,NA
"380","AK08BW",17,18,5,5,5,1,1
"381","AK08BW",17,52,4,5,5,0,1
"382","AK08BW",17,53,5,6,6,1,1
"383","AK08BW",17,4,5,6,6,1,1
"384","AK08BW",17,23,4,4,4,0,1
"385","AK08BW",17,24,3,4,4,0,0
"386","AK08BW",17,25,5,6,6,1,1
"387","AK08BW",17,9,3,5,4,0,0
"388","AK08BW",17,10,2,4,4,0,0
"389","AK08BW",17,12,1,NA,NA,NA,NA
"390","AK08BW",17,13,4,6,6,0,1
"391","AK08BW",17,29,5,6,6,1,1
"392","AK08BW",17,35,3,4,4,0,0
"393","AK08BW",17,36,2,4,3,0,0
"394","AK08BW",17,19,2,4,4,0,0
"395","AK08BW",17,21,2,4,4,0,0
"396","AK08BW",17,22,4,5,5,0,0
"397","AK08BW",17,41,2,4,4,0,0
"398","AK08BW",17,57,3,4,4,0,0
"399","AK08BW",17,61,3,5,5,0,0
"400","AK08BW",17,62,5,6,5,1,1
"401","AK08BW",17,63,3,4,3,0,0
"402","AK08BW",17,64,2,3,3,0,0
"403","AK08BW",17,65,2,5,4,0,1
"404","AK08BW",17,66,4,6,6,1,1
"405","AK08BW",17,68,1,NA,NA,NA,NA
"406","AK08BW",17,69,NA,NA,NA,NA,NA
"407","AK08BW",17,37,2,4,4,0,0
"408","AK08BW",17,39,3,6,5,0,1
"409","AK08BW",17,40,4,4,4,0,1
"410","AK08BW",17,54,2,4,4,0,1
"411","AK08BW",17,26,5,5,5,1,0
"412","AK08BW",17,27,5,6,5,1,1
"413","AK08BW",17,28,3,3,3,0,1
"414","AK08BW",17,72,NA,NA,NA,NA,NA
"415","AK08BW",17,70,NA,NA,NA,NA,NA
"416","AK08BW",17,71,NA,NA,NA,NA,NA
"417","AK09LG",68,4,1,NA,NA,NA,NA
"418","AK09LG",68,5,1,NA,NA,NA,NA
"419","AK09LG",68,6,1,NA,NA,NA,NA
"420","AK09LG",68,7,2,4,4,0,1
"421","AK09LG",68,15,1,NA,NA,NA,NA
"422","AK09LG",68,17,1,NA,NA,NA,NA
"423","AK09LG",68,18,1,NA,NA,NA,NA
"424","AK09LG",68,19,1,NA,NA,NA,NA
"425","AK09LG",68,21,1,NA,NA,NA,NA
"426","AK09LG",68,22,2,3,3,0,0
"427","AK09LG",68,23,1,NA,NA,NA,NA
"428","AK09LG",68,24,1,NA,NA,NA,NA
"429","AK09LG",68,25,1,NA,NA,NA,NA
"430","AK09LG",68,9,4,5,4,0,0
"431","AK09LG",68,10,2,3,3,0,0
"432","AK09LG",68,12,3,5,5,0,0
"433","AK09LG",68,13,1,NA,NA,NA,NA
"434","AK09LG",68,49,4,4,4,0,0
"435","AK09LG",68,50,4,5,4,0,1
"436","AK09LG",68,51,2,3,3,0,0
"437","AK09LG",68,52,1,NA,NA,NA,NA
"438","AK09LG",68,53,3,5,4,0,0
"439","AK09LG",68,54,1,NA,NA,NA,NA
"440","AK09LG",68,57,1,NA,NA,NA,NA
"441","AK09LG",68,61,4,5,5,0,0
"442","AK09LG",68,62,1,NA,NA,NA,NA
"443","AK09LG",68,63,3,3,3,0,0
"444","AK09LG",68,64,3,5,4,0,1
"445","AK09LG",68,65,1,NA,NA,NA,NA
"446","AK09LG",68,66,1,NA,NA,NA,NA
"447","AK09LG",68,68,NA,NA,NA,NA,NA
"448","AK09LG",68,69,NA,NA,NA,NA,NA
"449","AK09LG",68,70,NA,NA,NA,NA,NA
"450","AK09LG",68,71,NA,NA,NA,NA,NA
"451","AK09LG",68,72,NA,NA,NA,NA,NA
"452","AK09LG",68,39,1,NA,NA,NA,NA
"453","AK09LG",68,40,4,5,4,0,0
"454","AK09LG",68,41,4,5,4,0,0
"455","AK09LG",68,42,1,NA,NA,NA,NA
"456","AK09LG",68,43,1,NA,NA,NA,NA
"457","AK09LG",68,44,2,3,4,0,0
"458","AK09LG",68,26,1,NA,NA,NA,NA
"459","AK09LG",68,27,1,NA,NA,NA,NA
"460","AK09LG",68,28,4,3,4,0,0
"461","AK09LG",68,29,4,5,4,0,0
"462","AK09LG",68,35,1,NA,NA,NA,NA
"463","AK09LG",68,36,1,NA,NA,NA,NA
"464","AK09LG",68,37,1,NA,NA,NA,NA
"465","AK09LG",68,47,3,4,4,0,0
"466","AK09LG",68,48,4,5,4,0,0
"467","AK09LG",68,45,2,3,3,0,1
"468","AK09LG",68,46,2,4,4,0,0
"469","AK09WN",62,69,NA,NA,NA,NA,NA
"470","AK09WN",62,68,1,NA,NA,NA,NA
"471","AK09WN",62,70,NA,NA,NA,NA,NA
"472","AK09WN",62,15,5,6,6,1,0
"473","AK09WN",62,10,2,4,4,0,1
"474","AK09WN",62,71,NA,NA,NA,NA,NA
"475","AK09WN",62,72,NA,NA,NA,NA,NA
"476","AK09WN",62,19,2,3,3,0,0
"477","AK09WN",62,17,3,4,4,0,1
"478","AK09WN",62,12,2,4,4,0,0
"479","AK09WN",62,13,3,5,5,0,0
"480","AK09WN",62,66,4,4,4,0,1
"481","AK09WN",62,9,2,4,4,0,1
"482","AK09WN",62,5,4,4,4,0,1
"483","AK09WN",62,65,2,4,4,0,1
"484","AK09WN",62,26,3,3,3,0,0
"485","AK09WN",62,27,4,4,4,0,1
"486","AK09WN",62,28,3,4,4,0,1
"487","AK09WN",62,4,3,4,3,0,1
"488","AK09WN",62,18,4,5,5,0,1
"489","AK09WN",62,53,4,6,6,1,1
"490","AK09WN",62,54,3,5,5,0,1
"491","AK09WN",62,21,1,NA,NA,NA,NA
"492","AK09WN",62,22,3,5,5,0,1
"493","AK09WN",62,7,2,4,4,0,1
"494","AK09WN",62,6,2,4,4,0,1
"495","AK09WN",62,64,3,3,4,0,1
"496","AK09WN",62,25,4,6,6,0,0
"497","AK09WN",62,45,2,4,4,0,0
"498","AK09WN",62,46,3,4,4,0,0
"499","AK09WN",62,47,3,5,5,0,0
"500","AK09WN",62,29,3,3,3,0,0
"501","AK09WN",62,52,2,3,3,0,0
"502","AK09WN",62,36,3,4,4,0,0
"503","AK09WN",62,37,2,3,4,0,1
"504","AK09WN",62,57,3,2,3,0,0
"505","AK09WN",62,61,3,4,4,0,0
"506","AK09WN",62,62,NA,NA,NA,NA,NA
"507","AK09WN",62,63,2,3,4,0,0
"508","AK09WN",62,24,3,4,4,0,0
"509","AK09WN",62,44,3,2,2,0,0
"510","AK09WN",62,35,3,2,4,0,0
"511","AK09WN",62,51,2,3,3,0,0
"512","AK09WN",62,50,3,4,4,0,1
"513","AK09WN",62,39,2,4,4,0,1
"514","AK09WN",62,40,3,4,4,0,1
"515","AK09WN",62,41,2,4,4,0,0
"516","AK09WN",62,23,2,3,3,0,0
"517","AK09WN",62,43,3,3,3,0,0
"518","AK09WN",62,48,3,3,4,0,0
"519","AK09WN",62,49,3,4,5,0,0
"520","AK09WN",62,42,2,4,4,0,0
"521","AP12DT",47,40,3,5,4,0,1
"522","AP12DT",47,45,3,3,3,0,1
"523","AP12DT",47,37,2,3,3,0,0
"524","AP12DT",47,39,4,3,4,0,1
"525","AP12DT",47,41,1,NA,NA,NA,NA
"526","AP12DT",47,22,4,5,5,0,1
"527","AP12DT",47,42,3,5,4,0,1
"528","AP12DT",47,43,1,NA,NA,NA,NA
"529","AP12DT",47,21,1,NA,NA,NA,NA
"530","AP12DT",47,46,3,4,3,0,1
"531","AP12DT",47,36,3,5,4,0,0
"532","AP12DT",47,50,3,5,4,1,1
"533","AP12DT",47,44,1,NA,NA,NA,NA
"534","AP12DT",47,51,1,NA,NA,NA,NA
"535","AP12DT",47,52,1,NA,NA,NA,NA
"536","AP12DT",47,4,3,5,4,0,1
"537","AP12DT",47,19,3,1,2,0,1
"538","AP12DT",47,6,3,5,5,1,0
"539","AP12DT",47,7,3,5,4,0,1
"540","AP12DT",47,47,NA,NA,NA,NA,NA
"541","AP12DT",47,5,4,5,5,1,0
"542","AP12DT",47,13,6,5,6,1,0
"543","AP12DT",47,48,4,4,4,0,1
"544","AP12DT",47,49,1,NA,NA,NA,NA
"545","AP12DT",47,18,4,4,4,1,1
"546","AP12DT",47,69,NA,NA,NA,NA,NA
"547","AP12DT",47,70,NA,NA,NA,NA,NA
"548","AP12DT",47,71,NA,NA,NA,NA,NA
"549","AP12DT",47,72,NA,NA,NA,NA,NA
"550","AP12DT",47,23,2,5,4,0,1
"551","AP12DT",47,24,4,2,4,0,0
"552","AP12DT",47,57,3,3,3,0,0
"553","AP12DT",47,9,2,3,3,0,0
"554","AP12DT",47,10,1,NA,NA,NA,NA
"555","AP12DT",47,12,2,4,3,0,0
"556","AP12DT",47,15,1,NA,NA,NA,NA
"557","AP12DT",47,17,1,NA,NA,NA,NA
"558","AP12DT",47,68,3,2,3,0,0
"559","AP12DT",47,29,3,4,4,0,0
"560","AP12DT",47,35,1,NA,NA,NA,NA
"561","AP12DT",47,65,1,NA,NA,NA,NA
"562","AP12DT",47,61,3,2,3,0,0
"563","AP12DT",47,53,4,4,4,1,0
"564","AP12DT",47,54,4,2,5,0,0
"565","AP12DT",47,25,2,3,2,0,0
"566","AP12DT",47,66,3,5,4,0,1
"567","AP12DT",47,62,4,5,5,1,1
"568","AP12DT",47,63,1,NA,NA,NA,NA
"569","AP12DT",47,64,4,4,4,0,1
"570","AP12DT",47,28,3,2,4,0,1
"571","AP12DT",47,27,1,NA,NA,NA,NA
"572","AP12DT",47,26,1,NA,NA,NA,NA
"573","AS01LG",50,43,3,6,4,0,1
"574","AS01LG",50,41,3,3,4,0,1
"575","AS01LG",50,49,3,5,4,0,0
"576","AS01LG",50,44,4,6,4,0,1
"577","AS01LG",50,45,2,3,3,0,1
"578","AS01LG",50,42,3,5,4,0,1
"579","AS01LG",50,5,4,6,5,0,0
