"Group" "Actor" "Partner" "Dyad" "y" "x1_act"
8 3 4 8 4.24745391729804 -0.774246729260148
8 4 3 8 1.49036842902561 -0.874227480460288
8 3 5 9 3.16262500939905 -0.774246729260148
8 5 3 9 3.2953843774793 0.410778177226465
8 4 5 10 4.50273127384714 -0.874227480460288
8 5 4 10 4.70300661154026 0.410778177226465
9 1 2 1 1.01205611976764 -2.13252009593341
9 2 1 1 2.61994930105925 0.22994766962783
9 1 3 2 1.3523246463662 -2.13252009593341
9 3 1 2 2.85873522537756 0.238961879213503
9 1 4 3 3.91518438506846 -2.13252009593341
9 4 1 3 2.91416992320024 -0.297364202491473
9 1 5 4 2.17305652008953 -2.13252009593341
9 5 1 4 3.20473278374754 0.774033375234271
9 2 3 5 2.04898494579168 0.22994766962783
9 3 2 5 2.38454885768549 0.238961879213503
9 2 4 6 1.98620942161701 0.22994766962783
9 4 2 6 2.34918190257793 -0.297364202491473
9 2 5 7 1.12133627694393 0.22994766962783
9 5 2 7 2.38483051829346 0.774033375234271
9 3 4 8 2.34107053789741 0.238961879213503
9 4 3 8 3.31675557620105 -0.297364202491473
9 3 5 9 1.77952747001479 0.238961879213503
9 5 3 9 1.97739845247142 0.774033375234271
9 4 5 10 2.21587364233902 -0.297364202491473
9 5 4 10 3.84865872691051 0.774033375234271
10 1 2 1 3.84478219658467 0.8047693135521
10 2 1 1 2.94607217599257 -1.86768751193987
10 1 3 2 4.21949771099016 0.8047693135521
10 3 1 2 2.67627266762627 -1.28144908581869
10 1 4 3 3.63264567450746 0.8047693135521
10 4 1 3 4.23050884906029 0.131840312743205
10 1 5 4 3.19983208930437 0.8047693135521
10 5 1 4 2.60956764568896 0.793297408478343
10 2 3 5 3.61552572770467 -1.86768751193987
10 3 2 5 1.53913844127842 -1.28144908581869
10 2 4 6 3.93620653338854 -1.86768751193987
10 4 2 6 2.64963037757588 0.131840312743205
10 2 5 7 2.49150955842437 -1.86768751193987
10 5 2 7 4.15255451935631 0.793297408478343
10 3 4 8 2.07877713499368 -1.28144908581869
10 4 3 8 4.57336724450497 0.131840312743205
10 3 5 9 2.68489259262222 -1.28144908581869
10 5 3 9 4.06994209269415 0.793297408478343
10 4 5 10 4.81960343494162 0.131840312743205
10 5 4 10 3.88380137138542 0.793297408478343
11 1 2 1 3.32193470928902 -0.189311954421935
11 2 1 1 4.2297651126592 0.425702954932757
11 1 3 2 1.54224509718854 -0.189311954421935
11 3 1 2 3.05224711367383 -0.560249191024155
11 1 4 3 1.36191467732676 -0.189311954421935
11 4 1 3 3.68029160247268 -1.38902755945835
11 1 5 4 3.16700593363323 -0.189311954421935
11 5 1 4 3.59184529644497 -1.10232821587326
11 2 3 5 2.55885331032138 0.425702954932757
11 3 2 5 3.82965882622692 -0.560249191024155
11 2 4 6 2.4517516409519 0.425702954932757
11 4 2 6 2.73896866502554 -1.38902755945835
11 2 5 7 4.19805257219501 0.425702954932757
11 5 2 7 3.05605418176698 -1.10232821587326
11 3 4 8 2.16170467820651 -0.560249191024155
11 4 3 8 1.24122844513232 -1.38902755945835
11 3 5 9 3.48244925833026 -0.560249191024155
11 5 3 9 2.45880825556213 -1.10232821587326
11 4 5 10 1.68849249754764 -1.38902755945835
11 5 4 10 3.04598309792428 -1.10232821587326
12 1 2 1 3.11492998517378 -0.425645438641964
12 2 1 1 2.00236497851395 -1.75033841734495
12 1 3 2 2.36747937553207 -0.425645438641964
12 3 1 2 1.34725729913991 0.0329652321949907
12 1 4 3 3.10141526985368 -0.425645438641964
12 4 1 3 4.13565210520193 0.88431173493485
12 1 5 4 3.21354248873464 -0.425645438641964
12 5 1 4 4.1342520591018 1.47621780957655
12 2 3 5 1.54918303085891 -1.75033841734495
12 3 2 5 2.18563628355296 0.0329652321949907
12 2 4 6 2.16307919963681 -1.75033841734495
12 4 2 6 4.0752418964199 0.88431173493485
12 2 5 7 0.43365142678841 -1.75033841734495
12 5 2 7 2.95086894388907 1.47621780957655
12 3 4 8 2.01415045191823 0.0329652321949907
12 4 3 8 2.57020664231594 0.88431173493485
12 3 5 9 1.66195404607102 0.0329652321949907
12 5 3 9 2.2033928223444 1.47621780957655
12 4 5 10 2.91397985490697 0.88431173493485
12 5 4 10 4.04855465991004 1.47621780957655
13 1 2 1 4.19732228984503 -0.597476744254955
13 2 1 1 2.8508397487758 -0.412283149207248
13 1 3 2 2.74212052305276 -0.597476744254955
13 3 1 2 2.80538378181033 1.91388964531444
13 1 4 3 3.41094359191926 -0.597476744254955
13 4 1 3 1.87270529717931 -0.428758822843037
13 1 5 4 1.22471261375224 -0.597476744254955
13 5 1 4 2.27928987650475 1.11043152421665
13 2 3 5 2.46303157989466 -0.412283149207248
13 3 2 5 3.14973354844403 1.91388964531444
13 2 4 6 3.78494336381304 -0.412283149207248
13 4 2 6 0.746049695461808 -0.428758822843037
13 2 5 7 2.30423985188407 -0.412283149207248
13 5 2 7 3.28878195671157 1.11043152421665
13 3 4 8 3.65569552353263 1.91388964531444
13 4 3 8 1.29902081549346 -0.428758822843037
13 3 5 9 4.58929477153303 1.91388964531444
13 5 3 9 3.14930476311593 1.11043152421665
13 4 5 10 0.623388222346338 -0.428758822843037
13 5 4 10 3.29497238029745 1.11043152421665
14 1 2 1 3.03933077495638 2.23849290418552
14 2 1 1 2.23969769058928 0.191476460705406
14 1 3 2 4.18134955403986 2.23849290418552
14 3 1 2 2.33104651399181 -0.16864391918337
14 1 4 3 2.9776185887631 2.23849290418552
14 4 1 3 2.62883850618304 0.25697869289418
14 1 5 4 0.780571773031174 2.23849290418552
14 5 1 4 -0.163149218677227 -0.937628084327776
14 2 3 5 4.17666776487042 0.191476460705406
14 3 2 5 2.33470144654183 -0.16864391918337
14 2 4 6 2.33626224303428 0.191476460705406
14 4 2 6 2.41390140091352 0.25697869289418
14 2 5 7 2.10194882380355 0.191476460705406
14 5 2 7 3.21456322548343 -0.937628084327776
14 3 4 8 3.39620429161936 -0.16864391918337
14 4 3 8 4.24456178784392 0.25697869289418
14 3 5 9 1.23823819402466 -0.16864391918337
14 5 3 9 3.46279078220835 -0.937628084327776
14 4 5 10 3.2618021729639 0.25697869289418
14 5 4 10 2.33900826048639 -0.937628084327776
15 1 2 1 1.67526552402891 -0.823606360542923
15 2 1 1 3.06991178242986 0.241493167072979
15 1 3 2 2.48642998611223 -0.823606360542923
15 3 1 2 2.26825689756879 2.44094002343366
15 1 4 3 3.44543378047124 -0.823606360542923
15 4 1 3 3.77620709996123 1.41779041397321
15 1 5 4 1.34599586892427 -0.823606360542923
15 5 1 4 3.17539877833416 0.168332819834894
15 2 3 5 1.70545362181498 0.241493167072979
15 3 2 5 5.00259255732909 2.44094002343366
15 2 4 6 4.50881999716344 0.241493167072979
15 4 2 6 4.55887675395952 1.41779041397321
15 2 5 7 2.84006231825354 0.241493167072979
15 5 2 7 2.52067076965068 0.168332819834894
15 3 4 8 4.58796077446623 2.44094002343366
15 4 3 8 1.9253976525655 1.41779041397321
15 3 5 9 3.47087623448173 2.44094002343366
15 5 3 9 2.58186645201724 0.168332819834894
15 4 5 10 3.85795189255091 1.41779041397321
15 5 4 10 4.30896285219237 0.168332819834894
16 1 2 1 3.78527253594726 1.25912693628088
16 2 1 1 2.1248430390578 0.0480833681588025
16 1 3 2 1.99458347005481 1.25912693628088
16 3 1 2 2.29161781630102 -0.133611766234298
16 1 4 3 4.53283468115155 1.25912693628088
16 4 1 3 2.18473701971647 1.94053217195143
16 1 5 4 1.57623898688948 1.25912693628088
16 5 1 4 4.82753832611652 0.851025290580784
16 2 3 5 2.68280340043286 0.0480833681588025
16 3 2 5 3.8289946095553 -0.133611766234298
16 2 4 6 2.96743574141191 0.0480833681588025
16 4 2 6 4.43035887921371 1.94053217195143
16 2 5 7 3.68477483491941 0.0480833681588025
16 5 2 7 3.80473053307665 0.851025290580784
16 3 4 8 2.18703717200344 -0.133611766234298
16 4 3 8 2.94088965520553 1.94053217195143
16 3 5 9 2.73853273654105 -0.133611766234298
16 5 3 9 3.7764289595007 0.851025290580784
16 4 5 10 1.75679719268384 1.94053217195143
16 5 4 10 2.99547192395777 0.851025290580784
17 1 2 1 3.65064744333101 -1.29298962279659
17 2 1 1 2.87165693713653 0.012494485297562
17 1 3 2 2.6423397987668 -1.29298962279659
17 3 1 2 2.38631023933168 0.102656297123767
17 1 4 3 3.18658836253778 -1.29298962279659
17 4 1 3 2.69210853059727 1.451802627252
17 1 5 4 1.58206959578571 -1.29298962279659
17 5 1 4 0.967241745797976 0.270175635028888
17 2 3 5 4.21036187069646 0.012494485297562
17 3 2 5 1.50209675446165 0.102656297123767
17 2 4 6 1.25484852550794 0.012494485297562
17 4 2 6 2.88328095272401 1.451802627252
17 2 5 7 3.63290841712563 0.012494485297562
17 5 2 7 2.7529621704978 0.270175635028888
17 3 4 8 2.2794049152893 0.102656297123767
17 4 3 8 2.92919257408137 1.451802627252
17 3 5 9 2.25814552761137 0.102656297123767
17 5 3 9 1.9613583385349 0.270175635028888
17 4 5 10 2.53826985889454 1.451802627252
17 5 4 10 2.53503631987939 0.270175635028888
18 1 2 1 3.22752519742088 2.29633009358835
18 2 1 1 3.94529500278927 0.62311823758497
18 1 3 2 3.79410436503278 2.29633009358835
18 3 1 2 3.91492128679311 0.807148887693807
18 1 4 3 4.95596622328818 2.29633009358835
18 4 1 3 3.67284699746666 2.11683607658156
18 1 5 4 4.78539922374463 2.29633009358835
18 5 1 4 2.94952434005703 1.27760931161066
18 2 3 5 2.36063371311281 0.62311823758497
18 3 2 5 3.89800525987503 0.807148887693807
18 2 4 6 2.44448388161054 0.62311823758497
18 4 2 6 4.21579555364685 2.11683607658156
18 2 5 7 1.08246758272743 0.62311823758497
18 5 2 7 4.16829890569967 1.27760931161066
18 3 4 8 3.66597440937887 0.807148887693807
18 4 3 8 3.99119122144684 2.11683607658156
18 3 5 9 3.7510863712727 0.807148887693807
18 5 3 9 3.8894567071109 1.27760931161066
18 4 5 10 5.92311181588602 2.11683607658156
18 5 4 10 5.30420804030423 1.27760931161066
19 1 2 1 3.117414857995 0.141821027343966
19 2 1 1 4.18136583048119 -0.280016572688599
19 1 3 2 2.5260831389907 0.141821027343966
19 3 1 2 2.61460247380235 -0.308546037657402
19 1 4 3 3.09326496773572 0.141821027343966
19 4 1 3 3.97511338046581 0.843576293980691
19 1 5 4 3.39904045922285 0.141821027343966
19 5 1 4 3.51190158953608 0.0725665913368742
19 2 3 5 1.30698980759985 -0.280016572688599
19 3 2 5 2.89962985174785 -0.308546037657402
19 2 4 6 3.30488149902054 -0.280016572688599
19 4 2 6 4.57544536559415 0.843576293980691
19 2 5 7 3.1612876798023 -0.280016572688599
19 5 2 7 4.43719011324971 0.0725665913368742
19 3 4 8 4.1976171742687 -0.308546037657402
19 4 3 8 2.79753726030116 0.843576293980691
19 3 5 9 2.63932298586897 -0.308546037657402
19 5 3 9 1.17328956191614 0.0725665913368742
19 4 5 10 4.69054525670911 0.843576293980691
19 5 4 10 2.74504416838641 0.0725665913368742
20 1 2 1 2.78527752888151 -0.420048127776885
20 2 1 1 4.07693766464709 0.932980374078449
20 1 3 2 3.85042621145765 -0.420048127776885
20 3 1 2 4.10592213352186 -0.235003997604977
20 1 4 3 2.93049203727483 -0.420048127776885
20 4 1 3 3.93442595143615 -0.82246572084313
20 1 5 4 4.84522603056501 -0.420048127776885
20 5 1 4 3.11578388779603 1.46640135118081
20 2 3 5 3.5713183327387 0.932980374078449
20 3 2 5 2.70163977285685 -0.235003997604977
20 2 4 6 4.80955572085003 0.932980374078449
20 4 2 6 2.55499629504993 -0.82246572084313
20 2 5 7 4.54663230348761 0.932980374078449
20 5 2 7 3.15719946798359 1.46640135118081
20 3 4 8 5.12979839769395 -0.235003997604977
20 4 3 8 0.845985807689746 -0.82246572084313
20 3 5 9 3.86165762349204 -0.235003997604977
20 5 3 9 2.70405642687435 1.46640135118081
20 4 5 10 2.35749626592727 -0.82246572084313
20 5 4 10 3.7774060812267 1.46640135118081
