"Group" "Actor" "Partner" "Dyad" "Wert"
4 43 47 253 1.47251863719474
4 43 48 254 3.1393189085469
4 44 45 255 2.75950050170674
4 44 46 256 1.98467503964756
4 44 47 257 2.59822922040517
4 44 48 258 2.23551838974645
4 45 46 259 3.70499134712971
4 45 47 260 2.30881110618033
4 45 48 261 3.01910127769034
4 46 47 262 3.89923301118024
4 46 48 263 3.56893937117386
4 47 48 264 3.40244881831485
5 49 50 265 3.11452180827171
5 49 51 266 2.75236922833201
5 49 52 267 4.39811106435461
5 49 53 268 4.4865948564316
5 49 54 269 2.25633110142135
5 49 55 270 2.73420108274864
5 49 56 271 4.61759911755195
5 49 57 272 2.90666801999305
5 49 58 273 2.69967309727708
5 49 59 274 4.71879277378535
5 49 60 275 3.71907318826808
5 50 51 276 3.76423871356265
5 50 52 277 3.51827634488423
5 50 53 278 3.32809415436486
5 50 54 279 3.20176240656101
5 50 55 280 4.03143705437023
5 50 56 281 2.58751010122273
5 50 57 282 2.80259747550298
5 50 58 283 2.6719827434941
5 50 59 284 3.11765076664866
5 50 60 285 4.26412491836139
5 51 52 286 2.41742695752868
5 51 53 287 6.471710359458
5 51 54 288 2.8949660592231
5 51 55 289 4.78413802967196
5 51 56 290 3.38581070175153
5 51 57 291 2.85008023979223
5 51 58 292 3.41520043700461
5 51 59 293 4.2193345322095
5 51 60 294 4.83812139195828
5 52 53 295 3.79060933303988
5 52 54 296 2.65076714941594
5 52 55 297 2.25377909353663
5 52 56 298 4.00755691447042
5 52 57 299 2.48667496016935
5 52 58 300 3.61221299350766
5 52 59 301 4.15242401919653
5 52 60 302 3.14596689878299
5 53 54 303 1.91912415228428
5 53 55 304 3.61662859098181
5 53 56 305 4.71930643632693
5 53 57 306 4.18065850547289
5 53 58 307 3.86609309323847
5 53 59 308 4.89445816751186
5 53 60 309 4.07394204980633
5 54 55 310 3.55418688429918
5 54 56 311 3.04842855113964
5 54 57 312 2.83740485151125
5 54 58 313 2.213014355708
5 54 59 314 3.20852510723027
5 54 60 315 2.38728615259945
5 55 56 316 4.70168517420526
5 55 57 317 2.95472663197001
5 55 58 318 2.68521481627617
5 55 59 319 4.29933388965131
5 55 60 320 2.9398858470033
5 56 57 321 2.49165944794572
5 56 58 322 2.98323013035037
5 56 59 323 3.26948311913036
5 56 60 324 4.27706803687175
5 57 58 325 5.33928779317
5 57 59 326 4.83078152949114
5 57 60 327 5.48462843792715
5 58 59 328 3.64076655354278
5 58 60 329 4.6043973970202
5 59 60 330 4.24897703922242
6 61 62 331 3.32111828068361
6 61 63 332 4.6524719018207
6 61 64 333 1.73561620204293
6 61 65 334 3.48522500097311
6 61 66 335 5.18984178713154
6 61 67 336 2.6194301834029
6 61 68 337 1.49656480173219
6 61 69 338 3.44053996242978
6 61 70 339 3.57493034549749
6 61 71 340 3.80230761640856
6 61 72 341 2.9687577880124
6 62 63 342 3.46261438155087
6 62 64 343 1.7614054391856
6 62 65 344 1.84876173087485
6 62 66 345 2.50202938408384
6 62 67 346 2.56306404274269
6 62 68 347 1.30767306100647
6 62 69 348 2.4114000777325
6 62 70 349 2.38019862816618
6 62 71 350 1.32912863099846
6 62 72 351 2.06467186882034
6 63 64 352 3.05151362959986
6 63 65 353 3.88670275346044
6 63 66 354 4.98452689318698
6 63 67 355 3.76017935471464
6 63 68 356 2.33553957116106
6 63 69 357 3.6829404474612
6 63 70 358 5.12639019125496
6 63 71 359 2.03370611374546
6 63 72 360 1.59152266833625
6 64 65 361 3.14789603409668
6 64 66 362 2.84276097559845
6 64 67 363 2.70430119733598
6 64 68 364 2.66829197228409
6 64 69 365 2.71352344251854
6 64 70 366 3.18972938547259
6 64 71 367 3.37561333407458
6 64 72 368 2.00263938180752
6 65 66 369 5.50362129217076
6 65 67 370 3.48035270458918
6 65 68 371 2.30374781024252
6 65 69 372 3.4525050774847
6 65 70 373 4.40040513805777
6 65 71 374 3.17133236113715
6 65 72 375 2.83791556119769
6 66 67 376 3.77295738770773
6 66 68 377 0.988747350237344
6 66 69 378 3.2751271875048
6 66 70 379 3.66874059876679
6 66 71 380 3.32647657673765
6 66 72 381 2.14545194617932
6 67 68 382 2.60636340649393
6 67 69 383 2.21591397425263
6 67 70 384 4.23942299705676
6 67 71 385 2.61105990056831
6 67 72 386 1.87336034059282
6 68 69 387 3.4508530083325
6 68 70 388 3.70950331918429
6 68 71 389 2.22879244606178
6 68 72 390 1.94822539739825
6 69 70 391 3.77934490639216
6 69 71 392 2.96635978225456
6 69 72 393 3.10531464212153
6 70 71 394 4.15037312364823
6 70 72 395 3.88243336199717
6 71 72 396 3.32716327233523
7 73 74 397 3.97381098014943
7 73 75 398 4.4285811062195
7 73 76 399 3.58349954657548
7 73 77 400 5.780613879466
7 73 78 401 4.54422181733989
7 73 79 402 3.8618524077216
7 73 80 403 2.28111608548068
7 73 81 404 5.14820073229548
7 73 82 405 5.46109148577104
7 73 83 406 3.79711910018553
7 73 84 407 3.69530096106793
7 74 75 408 3.51400467958699
7 74 76 409 2.69316716030716
7 74 77 410 4.0357848046937
7 74 78 411 5.16536396178902
7 74 79 412 2.95448190551649
7 74 80 413 2.24829433442003
7 74 81 414 3.47069082187039
7 74 82 415 4.49364794294969
7 74 83 416 3.97009757225062
7 74 84 417 3.72564394926007
7 75 76 418 2.9991337055522
7 75 77 419 2.85188238921996
7 75 78 420 3.90360486849405
7 75 79 421 4.22519696168215
7 75 80 422 3.38640440053471
7 75 81 423 3.40658819141532
7 75 82 424 4.22945640340906
7 75 83 425 3.55107123506162
7 75 84 426 3.55366851106787
7 76 77 427 4.80544722784007
7 76 78 428 3.79835521412722
7 76 79 429 4.03771721558623
7 76 80 430 3.36413653251195
7 76 81 431 3.79130271132944
7 76 82 432 4.85791072597214
7 76 83 433 3.36443936038277
7 76 84 434 3.71485895070011
7 77 78 435 3.29968942989592
7 77 79 436 2.14782467734958
7 77 80 437 2.80831536709302
7 77 81 438 3.15714592002546
7 77 82 439 3.65893565871513
7 77 83 440 4.90932830403959
7 77 84 441 3.357159609519
7 78 79 442 2.55711738727334
7 78 80 443 2.97276115418016
7 78 81 444 3.54270730672009
7 78 82 445 2.8662904495211
7 78 83 446 4.14464873934965
7 78 84 447 2.33215296037819
7 79 80 448 1.60463594451185
7 79 81 449 1.95336931183336
7 79 82 450 3.19353946056124
7 79 83 451 4.41187755050496
7 79 84 452 2.90490511493265
7 80 81 453 3.13407654219852
7 80 82 454 5.34651046849399
7 80 83 455 4.58398043841766
7 80 84 456 3.49587495007609
7 81 82 457 2.77803577832435
7 81 83 458 4.30110693122079
7 81 84 459 1.89535035644986
7 82 83 460 3.39471116797871
7 82 84 461 1.34833616344548
7 83 84 462 3.52905444559239
8 85 86 463 3.43168269587532
8 85 87 464 4.11318929487171
8 85 88 465 2.53822938495186
8 85 89 466 3.60234154387217
8 85 90 467 3.38878104324345
8 85 91 468 3.19606233651525
8 85 92 469 4.80100727761808
8 85 93 470 3.162343135899
8 85 94 471 3.69269778905354
8 85 95 472 3.69684999820294
8 85 96 473 3.61889541085839
8 86 87 474 2.96784276008937
8 86 88 475 2.36667103151842
8 86 89 476 3.41214183377484
8 86 90 477 4.39428438236048
8 86 91 478 3.70949602877459
8 86 92 479 3.70106934496127
8 86 93 480 3.22076215282328
8 86 94 481 1.24701416614693
8 86 95 482 3.07239405609708
8 86 96 483 1.75570450024612
8 87 88 484 2.16299208968795
8 87 89 485 3.36857758755086
8 87 90 486 2.42145566214195
8 87 91 487 2.58086539786311
8 87 92 488 3.12951919095389
8 87 93 489 2.16709574351077
8 87 94 490 3.67532344672294
8 87 95 491 4.83433466781489
8 87 96 492 1.98709734929733
8 88 89 493 2.61439042627486
8 88 90 494 3.31359394589548
8 88 91 495 3.93818974291219
8 88 92 496 4.01231835263056
8 88 93 497 4.54149668047064
8 88 94 498 2.76858533977129
8 88 95 499 4.55182019871262
8 88 96 500 1.70509174677301
8 89 90 501 5.10566563174936
8 89 91 502 3.68213399473279
8 89 92 503 4.73081147670918
8 89 93 504 4.74727737723874
8 89 94 505 5.36923234513628
8 89 95 506 5.68909483811977
8 89 96 507 3.38280326138047
8 90 91 508 4.39884379366331
8 90 92 509 3.88574683288485
8 90 93 510 3.7570270073156
8 90 94 511 2.9024772114443
8 90 95 512 4.83832979941394
8 90 96 513 3.75322091914152
8 91 92 514 4.20871711551953
8 91 93 515 1.10677167081388
8 91 94 516 3.22904092995768
8 91 95 517 3.84642056188431
8 91 96 518 2.34515491650972
8 92 93 519 3.31925556562761
8 92 94 520 3.53365352170504
8 92 95 521 5.76413741528383
8 92 96 522 3.69699176138418
8 93 94 523 4.96122024116832
8 93 95 524 2.75940897929776
8 93 96 525 3.97499833315873
8 94 95 526 4.75315175354167
8 94 96 527 3.16113022346743
8 95 96 528 1.18037647596183
9 97 98 529 2.42699341531028
9 97 99 530 3.39797604378814
9 97 100 531 3.75590797431891
9 97 101 532 4.05416584898003
9 97 102 533 2.23483697317678
9 97 103 534 3.22331475484089
9 97 104 535 4.26846089182551
9 97 105 536 3.8403476511549
9 97 106 537 2.11611021372034
9 97 107 538 4.30835379884064
9 97 108 539 3.35512891242827
9 98 99 540 1.88794379521034
9 98 100 541 2.20430127845675
9 98 101 542 3.88999718351383
9 98 102 543 2.97505463797068
9 98 103 544 2.97431523623687
9 98 104 545 1.99624583392366
9 98 105 546 3.14964454464576
9 98 106 547 1.72658239174602
9 98 107 548 3.69514095738446
9 98 108 549 2.64125113801252
9 99 100 550 2.12546634947462
9 99 101 551 2.55382763589405
9 99 102 552 1.15674696281113
9 99 103 553 1.78397901017859
9 99 104 554 2.32761952655093
9 99 105 555 3.05245970163876
9 99 106 556 2.86960256930676
9 99 107 557 3.11154953878754
9 99 108 558 4.04806431689784
9 100 101 559 5.34054814209447
9 100 102 560 1.92478493778458
9 100 103 561 2.99536931372886
9 100 104 562 3.16821655396166
9 100 105 563 2.639555843965
9 100 106 564 2.62657108602525
9 100 107 565 3.06463136847225
9 100 108 566 3.20050522180135
9 101 102 567 2.5263755778879
9 101 103 568 2.79370544684926
9 101 104 569 3.07295454977419
9 101 105 570 3.56921734045527
9 101 106 571 2.66265912457057
9 101 107 572 2.89791556238534
9 101 108 573 0.551385290374742
9 102 103 574 2.64481111905342
9 102 104 575 2.10339931776244
9 102 105 576 4.00055708198275
9 102 106 577 3.16380311859337
9 102 107 578 2.98163924193488
9 102 108 579 3.6184175670764
9 103 104 580 2.49140053357226
9 103 105 581 3.09826058012688
9 103 106 582 2.06470528906749
9 103 107 583 4.25267755226478
9 103 108 584 2.55789504065751
9 104 105 585 3.30188110570475
9 104 106 586 1.43917888741176
9 104 107 587 3.78656960872028
9 104 108 588 4.44656471653611
9 105 106 589 2.11662683697753
9 105 107 590 2.55142244358205
9 105 108 591 3.38669417475986
9 106 107 592 3.13008034793171
9 106 108 593 2.15480519483998
9 107 108 594 3.22203461665539
10 109 110 595 4.3931906956226
10 109 111 596 2.84150696451056
10 109 112 597 3.7538479066026
10 109 113 598 3.93512309825849
10 109 114 599 3.78024609461856
10 109 115 600 3.19529342587414
10 109 116 601 4.02200429512415
10 109 117 602 4.81629331182562
10 109 118 603 3.30408231262472
10 109 119 604 3.53681287287769
10 109 120 605 4.79175925658693
10 110 111 606 6.01942911408926
10 110 112 607 3.20521346245858
10 110 113 608 2.874106420642
10 110 114 609 4.52316603492746
10 110 115 610 3.82237342432016
10 110 116 611 4.70812372611239
10 110 117 612 4.19260775931035
10 110 118 613 3.82840673609196
10 110 119 614 4.09755111491303
10 110 120 615 5.29768282727868
10 111 112 616 3.71028646999471
10 111 113 617 2.11108803746357
10 111 114 618 2.34069693899033
10 111 115 619 3.14762876315913
10 111 116 620 2.76289823996973
10 111 117 621 4.25130630735138
10 111 118 622 2.33505772633487
10 111 119 623 2.10413153093462
10 111 120 624 3.6869140971177
10 112 113 625 1.81396048656373
10 112 114 626 2.82729014325262
10 112 115 627 2.84182004983059
10 112 116 628 0.740211919114097
10 112 117 629 0.932802452531767
10 112 118 630 1.27105454610162
10 112 119 631 2.21486130470031
10 112 120 632 2.58565385717775
10 113 114 633 4.51833788284929
10 113 115 634 3.81785595146057
10 113 116 635 3.10488655128487
10 113 117 636 3.13265870782401
10 113 118 637 3.08101741826023
10 113 119 638 3.20910013282595
10 113 120 639 4.45570230778701
10 114 115 640 4.84289518303354
10 114 116 641 3.54466664754828
10 114 117 642 3.53307537778665
10 114 118 643 3.30714748730313
10 114 119 644 3.99628990162539
10 114 120 645 5.25112829059783
10 115 116 646 3.25074994907408
10 115 117 647 2.30843991986531
10 115 118 648 2.06843119221631
10 115 119 649 3.70154376053286
10 115 120 650 4.21251365315285
10 116 117 651 3.83860225209456
10 116 118 652 1.9680504058657
10 116 119 653 3.28591774480599
10 116 120 654 2.58103336938166
10 117 118 655 1.90068253710831
10 117 119 656 2.76129832013338
10 117 120 657 4.30117195803514
10 118 119 658 2.29615937013778
10 118 120 659 3.77272635923861
10 119 120 660 2.58543502619116
11 121 122 661 3.48393111572347
11 121 123 662 3.51697742055652
11 121 124 663 4.39329088133615
11 121 125 664 3.54021252070852
11 121 126 665 2.46201031815346
11 121 127 666 3.68350212270259
11 121 128 667 3.62144506311351
11 121 129 668 2.50701180499353
11 121 130 669 4.1069847403655
11 121 131 670 2.95520954484637
11 121 132 671 2.06229504795497
11 122 123 672 2.4247296035665
11 122 124 673 2.80137767156797
11 122 125 674 2.90215905125401
11 122 126 675 2.54348525752998
11 122 127 676 1.45602385993717
11 122 128 677 2.73730828111397
11 122 129 678 3.13259874255679
11 122 130 679 3.24300757063209
11 122 131 680 1.93936247452922
11 122 132 681 1.35921873793937
11 123 124 682 1.93801320116995
11 123 125 683 2.4502772783379
11 123 126 684 1.4625765893547
11 123 127 685 1.19408458592173
11 123 128 686 1.98736062572115
11 123 129 687 2.06346630363603
11 123 130 688 2.88737568674225
11 123 131 689 2.59366107238733
11 123 132 690 1.67327372586861
11 124 125 691 4.49781169134076
11 124 126 692 4.03434322180239
11 124 127 693 2.75781594623006
11 124 128 694 2.7429437809641
11 124 129 695 4.30319164652989
11 124 130 696 5.34489559485498
11 124 131 697 3.6512976187653
11 124 132 698 3.66124554851374
11 125 126 699 3.99342137842791
11 125 127 700 3.63951181992538
11 125 128 701 2.45347319597804
11 125 129 702 4.24691483120934
11 125 130 703 2.89510540205595
11 125 131 704 2.30329565121164
11 125 132 705 4.11271275927755
11 126 127 706 1.27297006680701
11 126 128 707 1.74277278454337
11 126 129 708 1.47439263043071
11 126 130 709 1.9866294697292
11 126 131 710 1.26109998626762
11 126 132 711 2.266008409799
11 127 128 712 3.36867167602333
11 127 129 713 2.27531472463595
11 127 130 714 3.35011730822335
11 127 131 715 1.65265708683778
11 127 132 716 3.01868017273918
11 128 129 717 2.16513848372517
11 128 130 718 3.7954280873574
11 128 131 719 2.27563003669986
11 128 132 720 3.69867421234794
11 129 130 721 3.1089204403331
11 129 131 722 2.69036784907966
11 129 132 723 2.57601071730587
11 130 131 724 4.21925534986208
11 130 132 725 3.35858810673476
11 131 132 726 2.67063705158405
12 133 134 727 2.06559025233658
12 133 135 728 2.97132762175291
12 133 136 729 1.94445451143973
12 133 137 730 3.78903072081955
12 133 138 731 3.95901624365719
12 133 139 732 1.34664114572679
12 133 140 733 0.590801253856868
12 133 141 734 3.11519212955804
12 133 142 735 2.79952522644409
12 133 143 736 2.21787038496472
12 133 144 737 4.71498538744799
12 134 135 738 2.58022698231569
12 134 136 739 2.54986130450093
12 134 137 740 2.00132906812984
12 134 138 741 2.65450151671583
12 134 139 742 0.867265754786614
12 134 140 743 2.04214045013111
12 134 141 744 3.30572210605412
12 134 142 745 3.39361960050743
12 134 143 746 2.58437837762614
12 134 144 747 3.66045111100363
12 135 136 748 2.47998544856705
12 135 137 749 2.33725368316372
12 135 138 750 2.50306327176274
12 135 139 751 1.68303629801152
12 135 140 752 2.16061461789614
12 135 141 753 3.99749682761366
12 135 142 754 3.87626272504318
12 135 143 755 2.55645703703025
12 135 144 756 4.08609962346712
12 136 137 757 4.27175293305792
12 136 138 758 1.73402945229419
12 136 139 759 1.60147430178629
12 136 140 760 1.5792940174803
12 136 141 761 3.06793527888143
12 136 142 762 3.39383161648354
12 136 143 763 2.94495964653812
12 136 144 764 3.23708782063496
12 137 138 765 2.85598193155573
12 137 139 766 0.448985542624413
12 137 140 767 1.83476076171138
12 137 141 768 2.43001737995754
12 137 142 769 2.97173779115234
12 137 143 770 3.42077061875825
12 137 144 771 2.94285748256922
12 138 139 772 2.32054324408976
12 138 140 773 2.53153782955564
12 138 141 774 3.89851183922145
12 138 142 775 3.77213931378425
12 138 143 776 2.88185732217451
12 138 144 777 3.13560884412609
12 139 140 778 2.08841706821797
12 139 141 779 1.7884582199232
12 139 142 780 2.51420548518457
12 139 143 781 2.46018157174451
12 139 144 782 3.46644571825351
12 140 141 783 3.22850156649419
12 140 142 784 3.86847588936128
12 140 143 785 3.25072408919698
12 140 144 786 4.62367266510972
12 141 142 787 3.5937443357095
12 141 143 788 2.5472269824542
12 141 144 789 3.66437554915955
12 142 143 790 3.83659740041457
12 142 144 791 3.46618817008881
12 143 144 792 4.55811750089758
13 145 146 793 3.01090675331825
13 145 147 794 2.37428860791161
13 145 148 795 2.28368407836968
13 145 149 796 3.92052963472879
13 145 150 797 2.72241526867542
13 145 151 798 3.61093591761228
13 145 152 799 2.75295828330186
13 145 153 800 1.78766398804715
13 145 154 801 2.43887790667142
13 145 155 802 2.21877125231276
13 145 156 803 2.38262960246214
13 146 147 804 1.68223910493927
13 146 148 805 3.3796954254542
13 146 149 806 4.7900028635279
13 146 150 807 5.09758325501446
13 146 151 808 4.78326066343744
13 146 152 809 3.55046825053355
13 146 153 810 3.45235075374529
13 146 154 811 4.12021424520475
13 146 155 812 3.2749179502997
13 146 156 813 5.22481377749763
13 147 148 814 4.08312644845701
13 147 149 815 4.76664110282523
13 147 150 816 5.72486352420492
13 147 151 817 5.5095819184429
13 147 152 818 4.94364808130065
13 147 153 819 3.20979870603658
13 147 154 820 3.80646361612544
13 147 155 821 4.13678778340342
13 147 156 822 6.0050628288815
13 148 149 823 4.21913388348744
13 148 150 824 3.8309424110615
13 148 151 825 3.77316775284183
13 148 152 826 4.06374145853898
13 148 153 827 2.4568071666958
13 148 154 828 3.82767931237765
13 148 155 829 3.5647731895849
13 148 156 830 2.52238365109479
13 149 150 831 5.51539209722365
13 149 151 832 3.57098309051163
13 149 152 833 4.20055977660869
13 149 153 834 3.25271398489514
13 149 154 835 2.96661381458726
13 149 155 836 4.75817442044517
13 149 156 837 4.69613696784308
13 150 151 838 6.02403558943639
13 150 152 839 4.95844841977434
13 150 153 840 2.71463514736426
13 150 154 841 4.23144034269878
13 150 155 842 3.1009644210931
13 150 156 843 4.2024099508342
13 151 152 844 4.15462317033427
13 151 153 845 2.53720178694985
13 151 154 846 3.4726722971279
13 151 155 847 3.23669828235324
13 151 156 848 4.1425150136521
13 152 153 849 3.30465662598916
13 152 154 850 5.01162387211425
13 152 155 851 4.7095938741136
13 152 156 852 4.79968711393183
13 153 154 853 3.31431992529557
13 153 155 854 4.5147918410819
13 153 156 855 4.43316530572389
13 154 155 856 4.32104630342654
13 154 156 857 4.83567160693215
13 155 156 858 5.67909942425934
14 157 158 859 1.75486947771293
14 157 159 860 2.21377916698019
14 157 160 861 1.83639372135813
14 157 161 862 1.47370635899378
14 157 162 863 1.39661490208644
14 157 163 864 2.41048494737301
14 157 164 865 1.30109294093509
14 157 165 866 0.842339633530111
14 157 166 867 0.851755397382387
14 157 167 868 2.77289337808575
14 157 168 869 3.34189938770198
14 158 159 870 3.20200548822969
14 158 160 871 2.87868801798578
14 158 161 872 2.21802338138146
