"","person_code","perceiver.id","target.id","Knowing","Liking","Meta_Liking","Friend","Leader"
"370","AN13TR",49,72,5,5,4,2,1
"371","AN13TR",49,26,4,5,4,2,1
"372","AN13TR",49,5,2,3,3,2,2
"373","AN13TR",49,25,3,4,4,2,1
"374","AN13TR",49,10,2,3,3,2,2
"375","AN13TR",49,27,3,4,4,2,2
"376","AN13TR",49,6,3,4,4,2,1
"377","AN13TR",49,23,3,4,4,2,2
"378","AN13TR",49,33,3,3,3,2,2
"379","AN13TR",49,12,3,4,4,2,2
"380","AN13TR",49,57,3,5,4,2,1
"381","AN13TR",49,29,4,4,4,2,2
"382","AN13TR",49,58,2,4,4,2,2
"383","AN13TR",49,59,4,4,4,2,1
"384","AN13TR",49,9,4,5,4,2,1
"385","AN13TR",49,52,2,4,4,2,2
"386","AN13TR",49,31,3,4,4,2,1
"387","AN13TR",49,71,3,4,4,2,1
"388","AN13TR",49,1,3,4,4,2,2
"389","AN13TR",49,65,5,6,5,2,2
"390","AN13TR",49,47,5,4,5,2,2
"391","AN13TR",49,2,2,4,4,2,2
"392","AN13TR",49,49,NA,NA,NA,NA,NA
"393","AN13TR",49,28,4,4,4,2,2
"394","AN13TR",49,36,3,4,4,2,2
"395","AN13TR",49,15,3,4,4,2,2
"396","AN13TR",49,45,3,4,4,2,2
"397","AN13TR",49,34,2,4,4,2,2
"398","AN13TR",49,13,4,5,4,2,1
"399","AN13TR",49,56,3,4,4,2,1
"400","AN13TR",49,35,2,3,3,2,2
"401","AN13TR",49,48,3,4,4,2,2
"402","AN13TR",49,4,4,5,4,2,1
"403","AN13TR",49,61,3,4,4,2,2
"404","AN13TR",49,40,4,4,4,2,1
"405","AN13TR",49,NA,NA,NA,NA,NA,NA
"406","AN13TR",49,14,4,3,3,2,2
"407","AN13TR",49,7,5,4,4,2,1
"408","AN13TR",49,20,4,4,4,2,1
"409","AN13TR",49,51,3,4,4,2,1
"410","AN13TR",49,30,3,4,4,2,1
"411","AN13TR",49,38,3,4,4,2,1
"412","AN13TR",49,17,3,3,3,2,2
"413","AN13TR",49,60,2,4,4,2,2
"414","AN13TR",49,64,4,4,4,2,1
"415","AN13TR",49,18,4,4,4,2,1
"416","AN13TR",49,39,2,4,4,2,2
"417","AN13TR",49,41,4,5,4,2,1
"418","AN13TR",49,3,4,4,4,2,1
"419","AN13TR",49,19,4,5,4,2,1
"420","AN13TR",49,62,5,6,5,2,1
"421","AN13TR",49,21,5,6,5,2,1
"422","AN13TR",49,63,3,4,4,2,2
"423","AN13TR",49,8,4,4,4,2,1
"424","AN13TR",49,42,4,5,4,2,1
"425","AN13TR",49,24,2,4,4,2,2
"426","AN13TR",49,43,3,4,4,2,1
"427","AN15MA",45,48,3,6,4,2,1
"428","AN15MA",45,21,2,6,4,2,1
"429","AN15MA",45,42,3,5,4,2,1
"430","AN15MA",45,54,2,6,4,2,1
"431","AN15MA",45,64,4,6,4,2,1
"432","AN15MA",45,5,3,6,4,2,1
"433","AN15MA",45,33,3,6,4,2,1
"434","AN15MA",45,53,2,6,4,2,1
"435","AN15MA",45,63,3,6,4,2,1
"436","AN15MA",45,12,2,6,4,2,1
"437","AN15MA",45,27,3,6,4,2,1
"438","AN15MA",45,15,3,6,4,2,1
"439","AN15MA",45,16,3,6,4,2,1
"440","AN15MA",45,26,2,6,4,2,1
"441","AN15MA",45,52,2,6,4,2,1
"442","AN15MA",45,66,2,6,4,2,1
"443","AN15MA",45,73,3,6,4,2,1
"444","AN15MA",45,32,2,6,4,2,1
"445","AN15MA",45,11,2,4,4,2,1
"446","AN15MA",45,62,2,6,4,2,1
"447","AN15MA",45,51,2,6,4,2,1
"448","AN15MA",45,20,3,6,4,2,1
"449","AN15MA",45,19,3,6,4,2,1
"450","AN15MA",45,36,3,6,4,2,1
"451","AN15MA",45,44,2,6,4,2,1
"452","AN15MA",45,10,2,6,4,2,1
"453","AN15MA",45,57,2,6,4,2,1
"454","AN15MA",45,38,2,6,4,2,1
"455","AN15MA",45,17,2,6,4,2,1
"456","AN15MA",45,60,2,6,4,2,1
"457","AN15MA",45,59,4,6,4,2,1
"458","AN15MA",45,18,2,6,4,2,1
"459","AN15MA",45,8,3,6,4,2,1
"460","AN15MA",45,14,3,5,4,2,1
"461","AN15MA",45,41,3,6,4,2,1
"462","AN15MA",45,30,3,6,4,2,1
"463","AN15MA",45,9,3,6,4,2,1
"464","AN15MA",45,35,3,6,4,2,1
"465","AN15MA",45,4,3,6,4,2,1
"466","AN15MA",45,58,2,6,4,2,1
"467","AN15MA",45,6,3,6,4,2,1
"468","AN15MA",45,71,2,6,4,2,1
"469","AN15MA",45,43,2,6,4,2,1
"470","AN15MA",45,39,2,6,4,2,1
"471","AN15MA",45,22,3,6,4,2,1
"472","AN15MA",45,50,3,6,4,2,1
"473","AN15MA",45,61,4,6,4,2,1
"474","AN15MA",45,1,2,6,4,2,1
"475","AN15MA",45,56,4,6,4,2,1
"476","AN15MA",45,46,2,6,4,2,1
"477","AN15MA",45,72,2,6,4,2,1
"478","AN15MA",45,25,2,6,4,2,1
"479","AN15MA",45,31,2,6,4,2,1
"480","AN15MA",45,23,2,6,4,2,1
"481","AN15MA",45,2,2,6,4,2,1
"482","AN15MA",45,NA,NA,NA,NA,NA,NA
"483","AN15MA",45,13,2,6,4,2,1
"484","AN15MA",45,49,3,6,4,2,1
"485","AN15MA",45,28,3,6,4,2,1
"486","AN15MA",45,29,2,6,4,2,1
"487","AN15MA",45,7,2,4,4,2,1
"488","AN15MA",45,40,3,6,4,2,1
"489","AN15MA",45,65,2,6,4,2,1
"490","AN15MA",45,47,4,6,4,2,1
"491","AN15MA",45,24,2,6,4,2,1
"492","AN15MA",45,34,4,6,4,2,1
"493","AN15MA",45,37,2,6,4,2,1
"494","AN15MA",45,74,3,6,4,2,1
"495","AN15MA",45,55,2,6,4,2,1
"496","AN15MA",45,3,2,6,4,2,1
"497","AN15MA",45,45,NA,NA,NA,NA,NA
"498","AN24MA",40,66,3,5,4,2,2
"499","AN24MA",40,57,4,6,4,1,2
"500","AN24MA",40,59,3,4,4,2,2
"501","AN24MA",40,35,1,NA,NA,NA,NA
"502","AN24MA",40,73,3,3,4,2,2
"503","AN24MA",40,16,3,5,4,2,2
"504","AN24MA",40,14,3,3,4,2,1
"505","AN24MA",40,4,3,5,3,2,2
"506","AN24MA",40,12,2,4,4,2,2
"507","AN24MA",40,37,2,4,4,2,2
"508","AN24MA",40,25,4,5,5,1,1
"509","AN24MA",40,2,1,NA,NA,NA,NA
"510","AN24MA",40,5,1,NA,NA,NA,NA
"511","AN24MA",40,44,2,3,4,2,2
"512","AN24MA",40,36,3,5,4,2,2
"513","AN24MA",40,54,4,5,4,2,2
"514","AN24MA",40,58,2,5,3,2,2
"515","AN24MA",40,50,2,4,4,2,2
"516","AN24MA",40,46,5,6,5,1,1
"517","AN24MA",40,26,4,6,4,1,2
"518","AN24MA",40,33,2,4,4,2,2
"519","AN24MA",40,72,4,6,4,1,2
"520","AN24MA",40,38,3,4,4,2,2
"521","AN24MA",40,10,3,4,4,2,2
"522","AN24MA",40,17,2,4,4,2,2
"523","AN24MA",40,24,3,4,4,2,2
"524","AN24MA",40,60,3,4,4,2,2
"525","AN24MA",40,74,2,4,4,2,2
"526","AN24MA",40,28,2,3,3,2,2
"527","AN24MA",40,7,2,4,4,2,2
"528","AN24MA",40,63,2,4,4,2,2
"529","AN24MA",40,29,2,4,4,2,2
"530","AN24MA",40,23,3,4,4,2,1
"531","AN24MA",40,65,2,3,4,2,2
"532","AN24MA",40,NA,NA,NA,NA,NA,NA
"533","AN24MA",40,30,3,3,3,2,2
"534","AN24MA",40,39,2,4,3,2,2
"535","AN24MA",40,15,4,6,3,2,1
"536","AN24MA",40,27,3,3,3,2,2
"537","AN24MA",40,3,6,4,5,1,2
"538","AN24MA",40,49,3,4,4,2,2
"539","AN24MA",40,32,4,4,4,1,2
"540","AN24MA",40,11,2,4,4,2,2
"541","AN24MA",40,40,NA,NA,NA,NA,NA
"542","AN24MA",40,42,3,3,3,2,1
"543","AN24MA",40,55,3,4,2,2,2
"544","AN24MA",40,22,2,4,4,2,2
"545","AN24MA",40,1,2,4,4,2,2
"546","AN24MA",40,56,4,5,3,2,2
"547","AN24MA",40,31,3,5,4,2,2
"548","AN24MA",40,9,6,6,5,1,1
"549","AN24MA",40,45,2,4,4,2,2
"550","AN24MA",40,19,3,5,3,2,1
"551","AN24MA",40,53,4,6,5,1,1
"552","AN24MA",40,41,3,4,3,2,2
"553","AN24MA",40,20,3,4,4,2,2
"554","AN24MA",40,47,2,4,4,2,2
"555","AN24MA",40,51,3,5,4,2,2
"556","AN24MA",40,21,3,5,4,2,2
"557","AN24MA",40,64,4,5,3,2,2
"558","AN24MA",40,48,3,5,3,2,2
"559","AN24MA",40,52,2,5,4,2,2
"560","AN24MA",40,13,4,5,3,2,1
"561","AN24MA",40,6,6,6,5,1,2
"562","AN24MA",40,62,3,4,4,2,2
"563","AN24MA",40,8,3,5,3,2,2
"564","AN24MA",40,18,3,5,4,2,1
"565","AN24MA",40,43,3,3,3,2,2
"566","AN24MA",40,61,1,NA,NA,NA,NA
"567","AN24MA",40,34,4,5,4,2,2
"568","AN24MA",40,71,3,5,4,2,1
"569","AN25PE",34,56,2,4,4,2,2
"570","AN25PE",34,57,4,5,6,2,2
"571","AN25PE",34,36,2,6,6,2,2
"572","AN25PE",34,59,4,6,6,2,2
"573","AN25PE",34,37,4,5,5,2,2
"574","AN25PE",34,29,2,4,4,2,2
"575","AN25PE",34,73,2,5,5,2,2
"576","AN25PE",34,13,3,5,5,2,2
"577","AN25PE",34,5,2,4,4,2,2
"578","AN25PE",34,34,NA,NA,NA,NA,NA
"579","AN25PE",34,14,3,3,4,2,2
"580","AN25PE",34,26,3,6,6,2,2
"581","AN25PE",34,49,2,4,4,2,2
"582","AN25PE",34,15,2,4,4,2,2
"583","AN25PE",34,55,3,5,5,2,2
"584","AN25PE",34,16,3,4,4,2,2
"585","AN25PE",34,64,4,4,5,2,2
"586","AN25PE",34,3,4,5,6,2,2
"587","AN25PE",34,35,2,4,4,2,2
"588","AN25PE",34,21,2,4,4,2,2
"589","AN25PE",34,31,2,4,4,2,2
"590","AN25PE",34,10,2,4,3,2,2
"591","AN25PE",34,53,3,6,5,2,2
"592","AN25PE",34,51,3,4,4,2,2
"593","AN25PE",34,6,4,4,4,2,2
"594","AN25PE",34,58,3,6,4,2,2
"595","AN25PE",34,28,3,4,4,2,2
"596","AN25PE",34,41,4,6,5,2,2
"597","AN25PE",34,12,2,4,4,2,2
"598","AN25PE",34,2,3,5,4,2,2
"599","AN25PE",34,45,4,6,5,2,2
