"","perceiver.id","person_code","target.id","liking","dominant","affectionate","knowing"
"165",7,"AB11KL",4,4,2,2,0
"166",7,"AB11KL",5,3,2,3,0
"167",7,"AB11KL",6,3,3,3,0
"168",7,"AB11KL",46,3,3,3,0
"169",7,"AB11KL",47,5,3,3,0
"170",7,"AB11KL",48,2,3,3,0
"171",7,"AB11KL",49,3,1,3,0
"172",7,"AB11KL",50,3,3,3,0
"173",7,"AB11KL",51,4,4,2,0
"174",7,"AB11KL",18,4,3,3,1
"175",7,"AB11KL",19,1,4,3,0
"176",7,"AB11KL",21,2,2,3,0
"177",7,"AB11KL",9,3,4,3,0
"178",7,"AB11KL",10,3,4,3,0
"179",7,"AB11KL",12,3,4,3,0
"180",7,"AB11KL",13,4,2,4,0
"181",7,"AB11KL",15,3,2,3,0
"182",7,"AB11KL",17,4,4,3,0
"183",7,"AB11KL",52,3,3,3,0
"184",7,"AB11KL",53,3,3,2,0
"185",9,"SH06JA",61,4,3,4,2
"186",9,"SH06JA",57,5,4,3,0
"187",9,"SH06JA",51,4,2,3,2
"188",9,"SH06JA",62,3,2,3,0
"189",9,"SH06JA",54,4,1,5,0
"190",9,"SH06JA",40,5,3,4,2
"191",9,"SH06JA",41,3,1,4,0
"192",9,"SH06JA",42,2,2,4,0
"193",9,"SH06JA",43,4,2,4,0
"194",9,"SH06JA",44,3,4,3,0
"195",9,"SH06JA",45,4,2,3,0
"196",9,"SH06JA",46,5,3,4,0
"197",9,"SH06JA",47,5,2,4,0
"198",9,"SH06JA",48,5,2,4,0
"199",9,"SH06JA",49,4,3,3,0
"200",9,"SH06JA",50,4,4,3,2
"201",9,"SH06JA",52,3,1,3,0
"202",9,"SH06JA",53,4,3,4,0
"203",9,"SH06JA",19,4,4,3,0
"204",9,"SH06JA",21,3,2,3,0
"205",9,"SH06JA",22,4,2,3,0
"206",9,"SH06JA",23,4,3,3,0
"207",9,"SH06JA",4,3,4,2,0
"208",9,"SH06JA",5,4,2,3,0
"209",9,"SH06JA",6,5,3,5,2
"210",9,"SH06JA",7,4,5,3,0
"211",9,"SH06JA",10,5,2,5,0
"212",9,"SH06JA",12,5,2,4,0
"213",9,"SH06JA",13,4,1,4,0
"214",9,"SH06JA",36,3,1,3,0
"215",9,"SH06JA",37,3,4,2,0
"216",9,"SH06JA",39,5,3,5,0
"217",9,"SH06JA",18,4,4,4,0
"218",9,"SH06JA",26,3,1,4,0
"219",9,"SH06JA",27,2,3,3,0
"220",9,"SH06JA",24,3,1,3,0
"221",9,"SH06JA",25,3,4,2,0
"222",9,"SH06JA",35,3,1,4,0
"223",9,"SH06JA",66,5,3,4,3
"224",9,"SH06JA",28,3,2,2,2
"225",9,"SH06JA",29,5,3,4,1
"226",9,"SH06JA",64,3,2,3,0
"227",9,"SH06JA",65,3,4,3,2
"228",9,"SH06JA",15,4,3,3,1
"229",9,"SH06JA",17,2,5,2,0
"230",9,"SH06JA",63,3,1,3,0
"231",10,"AF08LG",29,4,3,5,0
"232",10,"AF08LG",65,4,5,4,0
"233",10,"AF08LG",66,5,3,4,0
"234",10,"AF08LG",27,3,5,3,0
"235",10,"AF08LG",47,4,4,3,0
"236",10,"AF08LG",48,4,2,4,0
"237",10,"AF08LG",50,5,5,4,0
"238",10,"AF08LG",51,3,4,3,0
"239",10,"AF08LG",52,4,3,4,0
"240",10,"AF08LG",53,3,3,4,0
"241",10,"AF08LG",54,4,2,4,0
"242",10,"AF08LG",57,3,5,4,0
"243",10,"AF08LG",62,5,5,4,0
"244",10,"AF08LG",63,4,3,4,0
"245",10,"AF08LG",64,4,4,4,1
"246",10,"AF08LG",4,4,4,4,0
"247",10,"AF08LG",5,4,3,4,0
"248",10,"AF08LG",6,4,4,3,1
"249",10,"AF08LG",7,5,5,3,0
"250",10,"AF08LG",9,4,3,4,0
"251",10,"AF08LG",12,5,4,5,0
"252",10,"AF08LG",13,3,2,3,0
"253",10,"AF08LG",15,3,4,4,0
"254",10,"AF08LG",17,3,3,3,0
"255",10,"AF08LG",18,4,3,5,0
"256",10,"AF08LG",19,3,4,2,0
"257",10,"AF08LG",21,4,3,5,0
"258",10,"AF08LG",22,3,1,4,0
"259",10,"AF08LG",23,4,4,5,0
"260",10,"AF08LG",24,3,2,4,0
"261",10,"AF08LG",25,2,3,4,0
"262",10,"AF08LG",26,5,4,4,0
"263",10,"AF08LG",28,3,1,3,0
"264",10,"AF08LG",49,3,3,3,0
"265",10,"AF08LG",35,3,1,3,0
"266",10,"AF08LG",36,5,3,5,0
"267",10,"AF08LG",37,4,3,3,0
"268",10,"AF08LG",39,4,4,4,0
"269",10,"AF08LG",40,4,4,4,0
"270",10,"AF08LG",41,5,3,5,0
"271",10,"AF08LG",42,3,3,3,0
"272",10,"AF08LG",43,4,4,5,0
"273",10,"AF08LG",44,5,5,5,0
"274",10,"AF08LG",45,4,5,3,0
"275",10,"AF08LG",46,5,5,4,0
"276",10,"AF08LG",61,5,4,4,0
"277",12,"AD12TA",41,3,4,3,0
"278",12,"AD12TA",42,2,2,3,0
"279",12,"AD12TA",43,5,4,4,0
"280",12,"AD12TA",44,5,5,4,0
"281",12,"AD12TA",35,4,4,3,0
"282",12,"AD12TA",36,4,3,5,0
"283",12,"AD12TA",37,5,3,5,0
"284",12,"AD12TA",6,6,5,5,5
"285",12,"AD12TA",40,4,3,4,0
"286",12,"AD12TA",4,5,5,5,0
"287",12,"AD12TA",5,5,5,5,0
"288",12,"AD12TA",13,5,3,5,0
"289",12,"AD12TA",7,5,3,5,0
"290",12,"AD12TA",17,5,5,5,0
"291",12,"AD12TA",18,5,5,5,0
"292",12,"AD12TA",19,3,5,3,0
"293",12,"AD12TA",15,5,5,5,0
"294",12,"AD12TA",50,5,5,5,0
"295",12,"AD12TA",22,5,4,5,0
"296",12,"AD12TA",23,5,5,5,0
"297",12,"AD12TA",24,3,4,5,0
"298",12,"AD12TA",25,3,3,4,0
"299",12,"AD12TA",9,5,5,5,0
"300",12,"AD12TA",10,5,5,5,0
"301",12,"AD12TA",27,3,3,4,0
"302",12,"AD12TA",28,5,3,4,0
"303",12,"AD12TA",29,5,3,5,0
"304",12,"AD12TA",48,3,3,3,0
"305",12,"AD12TA",49,4,3,4,0
"306",12,"AD12TA",39,5,4,5,0
"307",12,"AD12TA",53,4,5,5,0
"308",12,"AD12TA",21,5,3,5,0
"309",12,"AD12TA",51,4,4,4,0
"310",12,"AD12TA",52,4,5,4,0
"311",12,"AD12TA",46,5,4,4,0
"312",12,"AD12TA",54,3,2,3,0
"313",12,"AD12TA",57,4,5,3,0
"314",12,"AD12TA",45,4,3,4,0
"315",12,"AD12TA",66,3,4,3,0
"316",12,"AD12TA",47,4,4,4,0
"317",12,"AD12TA",64,3,4,3,0
"318",12,"AD12TA",65,3,4,3,0
"319",12,"AD12TA",61,5,5,5,0
"320",12,"AD12TA",62,4,5,5,0
"321",12,"AD12TA",63,4,4,4,0
"322",12,"AD12TA",26,4,3,4,0
"323",13,"EH10ST",7,4,4,3,1
"324",13,"EH10ST",5,4,3,4,0
"325",13,"EH10ST",6,5,2,4,0
"326",13,"EH10ST",15,3,3,3,3
"327",13,"EH10ST",9,4,4,4,0
"328",13,"EH10ST",24,3,3,3,0
"329",13,"EH10ST",12,4,3,3,0
"330",13,"EH10ST",52,3,3,3,3
"331",13,"EH10ST",53,4,3,4,3
"332",13,"EH10ST",10,4,5,5,0
"333",13,"EH10ST",43,3,3,4,0
"334",13,"EH10ST",26,4,3,4,0
"335",13,"EH10ST",44,4,4,4,0
"336",13,"EH10ST",4,4,4,4,0
"337",13,"EH10ST",46,4,4,4,0
"338",13,"EH10ST",47,5,4,5,0
"339",13,"EH10ST",48,4,4,3,0
"340",13,"EH10ST",45,3,3,4,0
"341",13,"EH10ST",49,3,3,4,0
"342",13,"EH10ST",50,5,3,5,0
"343",13,"EH10ST",51,3,3,3,0
"344",13,"EH10ST",21,3,3,3,0
"345",13,"EH10ST",22,5,3,4,0
"346",13,"EH10ST",54,4,3,5,0
"347",13,"EH10ST",57,4,3,4,0
"348",13,"EH10ST",61,4,3,4,0
"349",13,"EH10ST",62,4,4,5,3
"350",13,"EH10ST",63,3,2,4,0
"351",13,"EH10ST",64,3,2,3,0
"352",13,"EH10ST",65,3,3,3,0
"353",13,"EH10ST",66,4,4,4,0
"354",13,"EH10ST",17,4,4,3,0
"355",13,"EH10ST",18,4,4,4,3
"356",13,"EH10ST",19,3,5,3,0
"357",13,"EH10ST",40,4,4,4,0
"358",13,"EH10ST",41,3,3,3,0
"359",13,"EH10ST",23,3,4,4,0
"360",13,"EH10ST",28,3,3,3,0
"361",13,"EH10ST",25,4,3,5,0
"362",13,"EH10ST",35,2,2,4,0
"363",13,"EH10ST",27,3,3,4,0
"364",13,"EH10ST",37,3,3,3,0
"365",13,"EH10ST",29,4,3,3,0
"366",13,"EH10ST",36,5,3,5,0
"367",13,"EH10ST",42,4,3,4,0
"368",13,"EH10ST",39,4,3,4,0
"369",15,"JP03WR",46,4,2,5,0
"370",15,"JP03WR",50,3,3,3,0
"371",15,"JP03WR",47,5,1,5,0
"372",15,"JP03WR",48,3,2,3,0
"373",15,"JP03WR",45,4,2,4,0
"374",15,"JP03WR",44,5,4,5,0
"375",15,"JP03WR",6,3,2,4,0
"376",15,"JP03WR",7,5,3,5,0
"377",15,"JP03WR",49,3,1,3,0
"378",15,"JP03WR",28,3,5,3,0
"379",15,"JP03WR",29,4,2,5,0
"380",15,"JP03WR",51,2,3,2,0
"381",15,"JP03WR",9,2,2,3,0
"382",15,"JP03WR",17,4,4,4,0
"383",15,"JP03WR",52,3,3,3,0
"384",15,"JP03WR",53,4,2,4,2
"385",15,"JP03WR",54,3,1,3,0
"386",15,"JP03WR",4,4,3,3,0
"387",15,"JP03WR",5,3,3,3,0
"388",15,"JP03WR",24,3,2,4,0
"389",15,"JP03WR",25,2,4,3,0
"390",15,"JP03WR",26,2,2,3,0
"391",15,"JP03WR",27,3,4,3,0
"392",15,"JP03WR",65,4,2,4,0
"393",15,"JP03WR",10,3,1,4,0
"394",15,"JP03WR",35,2,1,3,0
"395",15,"JP03WR",36,2,3,2,0
"396",15,"JP03WR",18,5,2,4,0
"397",15,"JP03WR",19,2,5,2,0
"398",15,"JP03WR",21,3,3,3,0
"399",15,"JP03WR",22,2,1,4,0
"400",15,"JP03WR",23,3,3,3,0
"401",15,"JP03WR",43,3,3,3,0
"402",15,"JP03WR",62,5,1,5,4
"403",15,"JP03WR",63,1,3,1,0
"404",15,"JP03WR",64,3,3,3,0
"405",15,"JP03WR",37,3,2,3,0
"406",15,"JP03WR",39,4,2,5,0
"407",15,"JP03WR",12,3,2,3,0
"408",15,"JP03WR",13,5,1,5,2
"409",15,"JP03WR",42,1,4,2,0
"410",15,"JP03WR",61,2,5,1,0
"411",15,"JP03WR",40,5,1,4,0
"412",15,"JP03WR",41,4,0,4,0
"413",15,"JP03WR",57,4,2,4,0
"414",15,"JP03WR",66,4,4,4,0
"415",17,"AK08BW",6,4,5,3,1
"416",17,"AK08BW",57,3,5,3,1
"417",17,"AK08BW",5,4,4,3,0
"418",17,"AK08BW",7,5,4,4,0
"419",17,"AK08BW",43,4,3,4,0
"420",17,"AK08BW",4,4,3,5,0
"421",17,"AK08BW",10,3,4,3,0
"422",17,"AK08BW",42,3,1,4,0
"423",17,"AK08BW",12,3,3,3,0
"424",17,"AK08BW",13,4,2,4,0
"425",17,"AK08BW",15,5,3,4,0
"426",17,"AK08BW",66,5,4,5,0
"427",17,"AK08BW",54,3,2,3,0
"428",17,"AK08BW",52,5,5,5,0
"429",17,"AK08BW",53,5,4,5,1
"430",17,"AK08BW",61,4,3,5,1
"431",17,"AK08BW",62,5,5,4,1
"432",17,"AK08BW",63,3,3,2,0
"433",17,"AK08BW",9,4,3,3,0
"434",17,"AK08BW",65,5,5,5,0
"435",17,"AK08BW",26,4,4,3,0
"436",17,"AK08BW",27,4,5,4,1
"437",17,"AK08BW",28,3,2,3,1
"438",17,"AK08BW",29,4,4,4,1
"439",17,"AK08BW",35,3,2,3,0
"440",17,"AK08BW",36,3,3,3,0
"441",17,"AK08BW",37,4,3,4,0
"442",17,"AK08BW",39,5,4,5,0
"443",17,"AK08BW",40,2,5,4,1
"444",17,"AK08BW",41,5,3,5,0
"445",17,"AK08BW",23,4,5,4,0
"446",17,"AK08BW",64,3,5,3,1
"447",17,"AK08BW",44,4,5,4,0
"448",17,"AK08BW",45,4,3,5,0
"449",17,"AK08BW",46,5,4,4,0
"450",17,"AK08BW",47,3,3,3,0
"451",17,"AK08BW",48,2,2,2,1
"452",17,"AK08BW",49,3,3,3,0
"453",17,"AK08BW",50,5,5,4,0
"454",17,"AK08BW",51,4,5,4,1
"455",17,"AK08BW",19,3,4,3,0
"456",17,"AK08BW",21,3,2,3,0
"457",17,"AK08BW",22,3,2,4,0
"458",17,"AK08BW",18,5,4,5,0
"459",17,"AK08BW",24,3,2,3,0
"460",17,"AK08BW",25,5,2,5,3
"461",18,"HE01DN",29,4,3,5,0
"462",18,"HE01DN",35,3,2,3,0
"463",18,"HE01DN",39,5,3,4,0
"464",18,"HE01DN",40,4,2,4,0
"465",18,"HE01DN",36,5,3,4,0
"466",18,"HE01DN",37,4,2,4,0
"467",18,"HE01DN",28,3,3,5,0
"468",18,"HE01DN",47,5,3,4,0
"469",18,"HE01DN",48,4,2,5,0
"470",18,"HE01DN",49,4,2,4,0
"471",18,"HE01DN",50,3,2,4,0
"472",18,"HE01DN",51,3,4,3,0
"473",18,"HE01DN",52,3,3,4,0
"474",18,"HE01DN",53,5,3,4,0
"475",18,"HE01DN",54,3,1,4,0
"476",18,"HE01DN",4,4,4,4,0
"477",18,"HE01DN",5,5,3,5,0
"478",18,"HE01DN",6,4,3,4,0
"479",18,"HE01DN",7,5,4,5,0
"480",18,"HE01DN",9,3,3,4,0
"481",18,"HE01DN",10,4,3,4,0
"482",18,"HE01DN",12,4,3,3,0
"483",18,"HE01DN",13,5,2,5,2
"484",18,"HE01DN",15,4,3,4,0
"485",18,"HE01DN",17,5,3,4,0
"486",18,"HE01DN",19,3,4,3,0
"487",18,"HE01DN",21,3,3,3,0
"488",18,"HE01DN",22,4,2,4,0
"489",18,"HE01DN",23,2,3,3,0
"490",18,"HE01DN",24,4,4,4,0
"491",18,"HE01DN",25,5,2,5,0
"492",18,"HE01DN",26,4,3,4,0
"493",18,"HE01DN",27,5,4,3,0
"494",18,"HE01DN",46,4,3,4,0
"495",18,"HE01DN",65,4,4,4,0
"496",18,"HE01DN",66,4,4,3,0
"497",18,"HE01DN",44,4,2,3,0
"498",18,"HE01DN",41,4,2,4,0
"499",18,"HE01DN",42,4,3,3,0
"500",18,"HE01DN",43,3,2,4,0
"501",18,"HE01DN",61,3,4,4,0
"502",18,"HE01DN",45,3,2,4,0
"503",18,"HE01DN",64,3,3,3,0
"504",18,"HE01DN",57,4,4,4,0
"505",18,"HE01DN",62,4,4,4,0
"506",18,"HE01DN",63,2,2,3,0
"507",19,"RK09EH",4,4,4,3,0
"508",19,"RK09EH",5,4,4,3,0
"509",19,"RK09EH",6,5,3,4,0
"510",19,"RK09EH",7,3,3,3,0
"511",19,"RK09EH",22,2,2,2,0
"512",19,"RK09EH",23,3,1,4,0
"513",19,"RK09EH",24,2,1,1,0
"514",19,"RK09EH",25,2,0,2,0
"515",19,"RK09EH",26,2,1,3,0
"516",19,"RK09EH",9,3,2,3,0
"517",19,"RK09EH",10,3,2,3,0
"518",19,"RK09EH",12,4,2,4,0
"519",19,"RK09EH",13,4,1,3,0
"520",19,"RK09EH",15,3,2,2,0
"521",19,"RK09EH",17,3,3,2,0
"522",19,"RK09EH",18,4,3,3,0
"523",19,"RK09EH",21,2,2,2,0
"524",19,"RK09EH",41,3,1,2,0
"525",19,"RK09EH",42,2,1,2,0
"526",19,"RK09EH",43,4,2,3,0
"527",19,"RK09EH",44,4,3,3,0
"528",19,"RK09EH",45,3,2,3,0
"529",19,"RK09EH",27,3,2,2,0
"530",19,"RK09EH",28,4,3,2,0
"531",19,"RK09EH",29,4,2,4,0
"532",19,"RK09EH",35,2,0,2,0
"533",19,"RK09EH",36,1,0,1,0
"534",19,"RK09EH",37,2,2,2,0
"535",19,"RK09EH",39,3,3,3,0
"536",19,"RK09EH",40,3,2,3,0
"537",19,"RK09EH",53,3,1,3,0
"538",19,"RK09EH",54,2,2,2,0
"539",19,"RK09EH",57,4,2,4,0
"540",19,"RK09EH",61,3,4,3,0
"541",19,"RK09EH",62,3,3,2,0
"542",19,"RK09EH",63,3,1,4,0
"543",19,"RK09EH",64,3,2,2,0
"544",19,"RK09EH",65,2,2,2,0
"545",19,"RK09EH",66,2,3,2,0
"546",19,"RK09EH",48,2,3,3,0
"547",19,"RK09EH",49,3,2,2,0
"548",19,"RK09EH",50,4,4,4,0
"549",19,"RK09EH",51,1,3,2,0
"550",19,"RK09EH",52,3,3,3,0
"551",19,"RK09EH",46,4,2,4,0
"552",19,"RK09EH",47,2,4,2,0
"553",21,"AK08BN",13,5,1,5,0
"554",21,"AK08BN",22,4,1,4,0
"555",21,"AK08BN",12,3,4,3,0
"556",21,"AK08BN",6,3,2,3,0
"557",21,"AK08BN",7,4,2,4,0
"558",21,"AK08BN",9,3,4,2,0
"559",21,"AK08BN",10,2,2,4,0
"560",21,"AK08BN",29,4,3,3,0
"561",21,"AK08BN",35,3,4,2,0
"562",21,"AK08BN",36,2,2,3,0
"563",21,"AK08BN",37,4,3,4,0
"564",21,"AK08BN",39,4,2,4,0
"565",21,"AK08BN",40,3,3,3,0
"566",21,"AK08BN",41,3,1,4,0
"567",21,"AK08BN",23,5,3,5,0
"568",21,"AK08BN",24,3,3,3,0
"569",21,"AK08BN",25,3,1,3,0
"570",21,"AK08BN",26,4,1,3,0
"571",21,"AK08BN",27,3,5,2,0
"572",21,"AK08BN",28,2,4,2,0
"573",21,"AK08BN",46,4,2,4,0
"574",21,"AK08BN",47,5,2,4,0
"575",21,"AK08BN",48,3,5,3,0
"576",21,"AK08BN",49,4,3,4,0
"577",21,"AK08BN",50,4,3,4,0
"578",21,"AK08BN",51,3,5,2,0
"579",21,"AK08BN",52,4,3,3,0
"580",21,"AK08BN",53,5,3,3,0
"581",21,"AK08BN",4,4,4,2,0
"582",21,"AK08BN",5,4,3,3,0
"583",21,"AK08BN",61,3,2,5,0
"584",21,"AK08BN",62,4,4,3,0
"585",21,"AK08BN",63,3,2,4,0
"586",21,"AK08BN",64,3,3,3,0
"587",21,"AK08BN",65,4,3,3,0
"588",21,"AK08BN",66,5,4,3,0
"589",21,"AK08BN",15,4,2,5,0
"590",21,"AK08BN",17,3,4,3,0
"591",21,"AK08BN",18,4,3,3,0
"592",21,"AK08BN",19,2,5,2,0
"593",21,"AK08BN",43,5,4,4,0
"594",21,"AK08BN",44,3,4,3,0
"595",21,"AK08BN",54,4,1,4,0
"596",21,"AK08BN",42,2,2,3,0
"597",21,"AK08BN",57,4,4,2,0
"598",21,"AK08BN",45,4,3,4,0
"599",22,"CP06HG",52,3,3,2,0
"600",22,"CP06HG",19,4,3,3,0
"601",22,"CP06HG",53,4,3,4,0
"602",22,"CP06HG",23,4,4,4,0
"603",22,"CP06HG",24,4,4,3,0
"604",22,"CP06HG",25,3,3,4,0
"605",22,"CP06HG",21,4,NA,NA,NA
"606",22,"CP06HG",9,2,3,3,0
"607",22,"CP06HG",10,2,3,3,0
"608",22,"CP06HG",12,3,3,3,0
"609",22,"CP06HG",13,4,3,4,0
"610",22,"CP06HG",15,4,3,4,0
"611",22,"CP06HG",17,4,3,3,0
"612",22,"CP06HG",18,3,3,3,0
"613",22,"CP06HG",42,2,2,2,0
"614",22,"CP06HG",43,3,3,3,0
"615",22,"CP06HG",44,3,3,3,0
"616",22,"CP06HG",45,4,3,4,0
"617",22,"CP06HG",46,3,3,3,0
"618",22,"CP06HG",47,4,4,3,0
"619",22,"CP06HG",48,4,1,3,0
"620",22,"CP06HG",49,4,4,4,0
"621",22,"CP06HG",50,3,3,3,0
"622",22,"CP06HG",51,3,3,3,0
"623",22,"CP06HG",35,3,3,3,0
"624",22,"CP06HG",36,3,2,3,0
"625",22,"CP06HG",37,3,3,2,0
"626",22,"CP06HG",39,4,4,3,0
"627",22,"CP06HG",54,4,2,4,0
"628",22,"CP06HG",57,3,3,3,0
"629",22,"CP06HG",61,4,3,3,0
"630",22,"CP06HG",62,3,4,3,0
"631",22,"CP06HG",63,2,3,1,0
