"","person_code","perceiver.id","target.id","Knowing","Liking","Meta_Liking","Friend","Leader"
"68","AF08LG",10,37,4,5,5,0,1
"69","AF08LG",10,39,2,4,4,0,0
"70","AF08LG",10,40,2,4,4,0,0
"71","AF08LG",10,53,3,5,5,0,1
"72","AF08LG",10,43,3,4,4,0,0
"73","AF08LG",10,61,3,4,4,0,0
"74","AF08LG",10,62,3,5,5,0,1
"75","AF08LG",10,63,3,5,5,0,0
"76","AF08LG",10,64,4,5,5,0,0
"77","AF08LG",10,28,3,5,4,0,1
"78","AF08LG",10,9,3,5,5,0,1
"79","AF08LG",10,10,NA,NA,NA,NA,NA
"80","AF08LG",10,12,2,5,5,0,0
"81","AF08LG",10,50,4,5,5,0,1
"82","AF08LG",10,51,3,4,4,0,0
"83","AF08LG",10,52,3,5,5,0,1
"84","AF08LG",10,72,2,4,4,0,1
"85","AF08LG",10,54,4,5,4,0,0
"86","AF08LG",10,57,2,4,4,0,1
"87","AF08LG",10,4,2,4,4,0,0
"88","AF08LG",10,5,2,5,4,0,1
"89","AF08LG",10,6,2,4,4,0,0
"90","AF08LG",10,7,2,4,3,0,0
"91","AF08LG",10,27,3,5,4,0,1
"92","AF08LG",10,26,2,4,4,0,1
"93","AF08LG",10,17,2,4,4,0,1
"94","AF08LG",10,13,2,4,4,0,1
"95","AF08LG",10,70,4,5,5,0,0
"96","AF08LG",10,71,2,4,4,0,1
"97","AF08LG",10,22,3,5,5,0,1
"98","AF08LG",10,18,2,4,4,0,0
"99","AF08LG",10,19,4,5,4,0,1
"100","AF08LG",10,21,2,4,4,0,1
"101","AF08LG",10,15,3,5,5,0,0
"102","AF08LG",10,23,4,5,5,0,0
"103","AF08LG",10,24,3,5,5,0,1
"104","AF08LG",10,25,2,4,4,0,0
"105","AG06EH",49,9,3,5,4,0,1
"106","AG06EH",49,7,3,5,4,0,1
"107","AG06EH",49,44,2,2,2,0,0
"108","AG06EH",49,4,2,4,4,0,1
"109","AG06EH",49,5,2,4,4,0,0
"110","AG06EH",49,6,2,4,4,0,0
"111","AG06EH",49,48,2,4,4,0,0
"112","AG06EH",49,45,2,4,4,0,1
"113","AG06EH",49,46,3,4,4,0,0
"114","AG06EH",49,47,3,4,4,0,0
"115","AG06EH",49,52,3,3,3,0,0
"116","AG06EH",49,53,3,5,5,0,1
"117","AG06EH",49,54,NA,NA,NA,NA,NA
"118","AG06EH",49,57,2,2,2,0,0
"119","AG06EH",49,61,5,6,6,1,0
"120","AG06EH",49,62,3,5,4,0,1
"121","AG06EH",49,63,4,6,5,0,0
"122","AG06EH",49,64,2,4,4,0,0
"123","AG06EH",49,10,3,4,4,0,0
"124","AG06EH",49,12,2,4,4,0,0
"125","AG06EH",49,49,NA,NA,NA,NA,NA
"126","AG06EH",49,50,4,5,4,0,1
"127","AG06EH",49,51,2,3,3,0,0
"128","AG06EH",49,37,5,5,5,1,1
"129","AG06EH",49,39,3,5,4,0,1
"130","AG06EH",49,40,5,6,6,1,0
"131","AG06EH",49,41,5,6,6,1,0
"132","AG06EH",49,42,2,3,3,0,0
"133","AG06EH",49,43,2,3,3,0,0
"134","AG06EH",49,24,5,5,5,1,0
"135","AG06EH",49,25,3,5,4,0,1
"136","AG06EH",49,26,2,4,3,0,0
"137","AG06EH",49,65,2,3,3,0,0
"138","AG06EH",49,66,2,4,4,0,1
"139","AG06EH",49,13,2,4,4,0,1
"140","AG06EH",49,15,3,5,4,0,0
"141","AG06EH",49,17,3,5,4,0,1
"142","AG06EH",49,18,2,4,4,0,1
"143","AG06EH",49,19,3,4,4,0,0
"144","AG06EH",49,21,2,4,4,0,0
"145","AG06EH",49,22,4,4,4,0,1
"146","AG06EH",49,23,3,4,4,0,0
"147","AG06EH",49,28,3,4,4,0,1
"148","AG06EH",49,29,5,6,6,1,1
"149","AG06EH",49,35,3,4,4,0,0
"150","AG06EH",49,27,4,5,4,0,1
"151","AG06EH",49,70,3,5,5,0,1
"152","AG06EH",49,71,2,4,4,0,0
"153","AG06EH",49,72,2,5,4,0,0
"154","AG06EH",49,36,3,5,4,0,0
"155","AG06EH",49,69,2,4,4,0,0
"156","AG06EH",49,68,5,6,6,1,0
"157","AK08BN",21,36,4,6,5,1,1
"158","AK08BN",21,37,4,4,4,0,1
"159","AK08BN",21,39,6,6,5,1,1
"160","AK08BN",21,40,3,5,5,0,1
"161","AK08BN",21,35,4,4,4,0,1
"162","AK08BN",21,48,3,5,4,0,1
"163","AK08BN",21,49,3,4,4,0,1
"164","AK08BN",21,50,4,6,5,0,1
"165","AK08BN",21,51,2,3,3,0,1
"166","AK08BN",21,41,3,4,4,0,1
"167","AK08BN",21,42,4,4,4,0,0
"168","AK08BN",21,43,3,5,5,0,1
"169","AK08BN",21,44,3,5,4,0,1
"170","AK08BN",21,45,4,5,4,0,1
"171","AK08BN",21,46,3,5,5,0,1
"172","AK08BN",21,47,3,4,4,0,1
"173","AK08BN",21,10,3,2,3,0,0
"174","AK08BN",21,12,2,4,4,0,0
"175","AK08BN",21,13,3,6,4,0,1
"176","AK08BN",21,15,3,5,4,0,1
"177","AK08BN",21,17,3,4,4,0,1
"178","AK08BN",21,18,3,5,4,0,1
"179","AK08BN",21,19,3,4,4,0,0
"180","AK08BN",21,21,6,6,6,1,1
"181","AK08BN",21,22,4,5,4,0,1
"182","AK08BN",21,23,3,6,4,0,1
"183","AK08BN",21,24,4,5,5,0,1
"184","AK08BN",21,25,3,5,5,0,1
"185","AK08BN",21,26,3,5,4,0,0
"186","AK08BN",21,27,3,5,4,0,1
"187","AK08BN",21,28,3,5,4,0,1
"188","AK08BN",21,29,4,6,5,0,1
"189","AK08BN",21,66,3,4,4,0,1
"190","AK08BN",21,68,2,4,4,0,0
"191","AK08BN",21,69,3,5,5,0,1
"192","AK08BN",21,70,4,5,5,0,1
"193","AK08BN",21,52,3,4,4,0,1
"194","AK08BN",21,53,3,5,4,0,1
"195","AK08BN",21,4,3,5,5,0,1
"196","AK08BN",21,5,3,5,4,0,0
"197","AK08BN",21,6,3,4,3,0,1
"198","AK08BN",21,7,4,5,5,0,1
"199","AK08BN",21,9,2,3,2,0,0
"200","AK08BN",21,64,4,3,3,0,0
"201","AK08BN",21,65,3,5,5,0,0
"202","AK08BN",21,71,3,5,4,0,0
"203","AK08BN",21,72,3,4,4,0,0
"204","AK08BN",21,62,3,5,5,0,1
"205","AK08BN",21,54,2,4,4,0,0
"206","AK08BN",21,57,4,5,5,0,1
"207","AK08BN",21,61,3,5,5,0,1
"208","AK08BN",21,63,3,4,4,0,0
"209","AK09LG",68,66,2,4,4,0,1
"210","AK09LG",68,68,NA,NA,NA,NA,NA
"211","AK09LG",68,65,2,4,4,0,0
"212","AK09LG",68,71,2,4,4,0,1
"213","AK09LG",68,72,2,4,4,0,1
"214","AK09LG",68,69,2,4,4,0,0
"215","AK09LG",68,70,2,4,4,0,1
"216","AK09LG",68,61,6,5,5,1,0
"217","AK09LG",68,62,3,4,4,0,0
"218","AK09LG",68,63,4,5,5,0,0
"219","AK09LG",68,64,4,4,4,0,1
"220","AK09LG",68,27,2,4,4,0,1
"221","AK09LG",68,28,4,4,4,0,0
"222","AK09LG",68,29,6,6,6,1,1
"223","AK09LG",68,35,3,4,4,0,0
"224","AK09LG",68,36,2,4,4,0,0
"225","AK09LG",68,37,6,6,6,1,1
"226","AK09LG",68,39,4,5,5,0,0
"227","AK09LG",68,40,6,6,6,1,1
"228","AK09LG",68,41,6,6,6,1,0
"229","AK09LG",68,42,2,4,4,0,1
"230","AK09LG",68,43,2,4,4,0,0
"231","AK09LG",68,44,2,3,3,0,0
"232","AK09LG",68,45,2,3,3,0,0
"233","AK09LG",68,46,3,4,4,0,1
"234","AK09LG",68,47,3,4,4,0,0
"235","AK09LG",68,48,4,5,5,0,0
"236","AK09LG",68,49,6,6,6,1,0
"237","AK09LG",68,50,4,5,5,0,1
"238","AK09LG",68,51,2,3,3,0,0
"239","AK09LG",68,52,2,3,3,0,0
"240","AK09LG",68,53,3,4,4,0,0
"241","AK09LG",68,54,2,4,4,0,0
"242","AK09LG",68,57,3,4,4,0,1
"243","AK09LG",68,4,2,3,3,0,0
"244","AK09LG",68,5,2,4,4,0,0
"245","AK09LG",68,6,2,4,4,0,0
"246","AK09LG",68,7,2,4,4,0,1
"247","AK09LG",68,9,4,5,5,0,0
"248","AK09LG",68,10,4,4,4,0,1
"249","AK09LG",68,12,4,5,5,0,1
"250","AK09LG",68,13,2,4,4,0,1
"251","AK09LG",68,15,3,4,4,0,0
"252","AK09LG",68,17,2,4,4,0,0
"253","AK09LG",68,18,2,4,4,0,0
"254","AK09LG",68,19,3,4,4,0,0
"255","AK09LG",68,21,2,4,4,0,0
"256","AK09LG",68,22,3,4,4,0,1
"257","AK09LG",68,23,3,4,4,0,0
"258","AK09LG",68,24,6,6,6,1,0
"259","AK09LG",68,25,2,4,4,0,0
"260","AK09LG",68,26,2,4,4,0,0
"261","AK09WN",62,52,3,4,4,0,1
"262","AK09WN",62,53,6,6,6,1,1
"263","AK09WN",62,50,3,4,4,0,1
"264","AK09WN",62,51,2,3,3,0,0
"265","AK09WN",62,61,3,4,4,0,0
"266","AK09WN",62,62,NA,NA,NA,NA,NA
"267","AK09WN",62,63,2,3,4,0,0
"268","AK09WN",62,64,3,4,4,0,1
"269","AK09WN",62,65,3,3,3,0,0
"270","AK09WN",62,66,5,4,4,0,0
"271","AK09WN",62,68,2,5,4,0,0
"272","AK09WN",62,69,2,4,4,0,0
"273","AK09WN",62,70,3,3,4,0,0
"274","AK09WN",62,71,3,3,3,0,1
"275","AK09WN",62,72,3,3,4,0,0
"276","AK09WN",62,54,4,4,4,0,1
"277","AK09WN",62,57,3,3,3,0,0
"278","AK09WN",62,21,2,4,4,0,0
"279","AK09WN",62,4,4,4,4,0,1
"280","AK09WN",62,5,5,5,5,0,1
"281","AK09WN",62,6,2,4,4,0,0
"282","AK09WN",62,45,3,3,3,0,0
"283","AK09WN",62,46,3,4,4,0,0
"284","AK09WN",62,47,4,4,4,0,0
"285","AK09WN",62,48,3,4,4,0,0
"286","AK09WN",62,49,3,4,4,0,0
"287","AK09WN",62,15,5,5,5,1,1
"288","AK09WN",62,17,4,5,5,0,1
"289","AK09WN",62,18,6,6,6,1,1
"290","AK09WN",62,19,2,3,3,0,0
"291","AK09WN",62,40,3,4,4,0,0
"292","AK09WN",62,41,3,4,4,0,0
"293","AK09WN",62,42,3,4,4,0,0
"294","AK09WN",62,43,3,4,4,0,0
"295","AK09WN",62,7,4,5,4,0,1
"296","AK09WN",62,9,5,5,5,0,1
"297","AK09WN",62,10,3,3,4,0,0
"298","AK09WN",62,12,2,4,4,0,0
"299","AK09WN",62,13,4,5,5,0,0
"300","AK09WN",62,28,3,4,4,0,1
"301","AK09WN",62,29,3,4,4,0,0
"302","AK09WN",62,35,3,4,4,0,0
"303","AK09WN",62,36,3,4,4,0,0
"304","AK09WN",62,37,5,5,5,0,1
"305","AK09WN",62,39,2,4,4,0,0
"306","AK09WN",62,22,3,4,4,0,1
"307","AK09WN",62,23,3,3,3,0,0
"308","AK09WN",62,44,3,2,3,0,0
"309","AK09WN",62,24,5,5,5,0,1
"310","AK09WN",62,25,6,6,6,1,1
"311","AK09WN",62,26,3,4,4,0,0
"312","AK09WN",62,27,4,4,4,0,1
"313","AP12DT",47,46,3,4,3,0,1
"314","AP12DT",47,49,2,3,4,0,0
"315","AP12DT",47,13,6,6,6,1,1
"316","AP12DT",47,47,NA,NA,NA,NA,NA
"317","AP12DT",47,48,3,3,3,0,1
"318","AP12DT",47,12,3,4,4,0,1
"319","AP12DT",47,40,3,4,4,0,0
"320","AP12DT",47,41,2,3,3,0,0
"321","AP12DT",47,4,6,6,6,1,1
"322","AP12DT",47,5,5,5,5,1,1
"323","AP12DT",47,6,4,5,4,0,0
"324","AP12DT",47,7,6,5,5,1,1
"325","AP12DT",47,9,3,4,4,0,0
"326","AP12DT",47,10,2,2,3,0,0
"327","AP12DT",47,65,3,4,4,0,1
"328","AP12DT",47,66,4,4,4,0,1
"329","AP12DT",47,68,2,3,3,0,0
"330","AP12DT",47,50,3,5,4,0,1
"331","AP12DT",47,51,4,4,4,0,0
"332","AP12DT",47,52,3,4,4,0,1
"333","AP12DT",47,53,4,4,4,0,0
"334","AP12DT",47,42,5,5,5,1,0
"335","AP12DT",47,43,4,4,4,0,0
"336","AP12DT",47,44,3,4,4,0,0
"337","AP12DT",47,45,3,3,3,0,1
"338","AP12DT",47,63,2,3,3,0,0
"339","AP12DT",47,64,3,3,3,0,1
"340","AP12DT",47,28,2,3,3,0,1
"341","AP12DT",47,29,3,3,3,0,1
"342","AP12DT",47,35,NA,NA,NA,NA,NA
"343","AP12DT",47,15,2,4,4,0,1
"344","AP12DT",47,17,2,3,3,0,1
"345","AP12DT",47,18,4,4,4,0,1
"346","AP12DT",47,19,2,3,3,0,1
"347","AP12DT",47,54,3,3,4,0,0
"348","AP12DT",47,57,5,4,4,1,1
"349","AP12DT",47,61,2,2,2,0,0
"350","AP12DT",47,62,4,4,4,0,1
"351","AP12DT",47,24,3,3,3,0,0
"352","AP12DT",47,25,2,3,3,0,0
"353","AP12DT",47,26,3,4,4,0,0
"354","AP12DT",47,27,2,4,3,0,1
"355","AP12DT",47,71,3,4,4,0,1
"356","AP12DT",47,36,3,4,3,0,0
"357","AP12DT",47,37,2,2,3,0,1
"358","AP12DT",47,39,2,3,3,0,0
"359","AP12DT",47,23,3,4,4,0,0
"360","AP12DT",47,72,2,3,3,0,0
"361","AP12DT",47,21,3,4,4,0,0
"362","AP12DT",47,22,3,4,4,0,1
"363","AP12DT",47,70,5,5,5,0,1
"364","AP12DT",47,69,4,5,5,1,1
"365","AS01LG",50,68,3,4,4,0,0
"366","AS01LG",50,69,5,6,6,1,1
"367","AS01LG",50,72,4,6,5,0,1
"368","AS01LG",50,17,4,6,5,0,1
"369","AS01LG",50,18,3,4,4,0,0
"370","AS01LG",50,70,5,6,5,1,1
"371","AS01LG",50,71,3,4,4,0,0
"372","AS01LG",50,61,3,3,3,0,0
"373","AS01LG",50,62,4,5,5,0,1
"374","AS01LG",50,63,3,4,4,0,0
"375","AS01LG",50,64,3,5,5,0,0
"376","AS01LG",50,65,6,6,5,1,1
"377","AS01LG",50,66,4,5,5,0,1
"378","AS01LG",50,12,2,4,4,0,0
"379","AS01LG",50,13,5,6,5,1,0
"380","AS01LG",50,15,2,4,4,0,0
"381","AS01LG",50,36,2,3,3,0,0
"382","AS01LG",50,37,4,5,5,0,1
"383","AS01LG",50,19,2,4,4,0,0
"384","AS01LG",50,21,3,5,5,0,0
"385","AS01LG",50,22,5,5,5,1,0
"386","AS01LG",50,23,4,6,5,0,0
"387","AS01LG",50,24,3,3,3,0,0
"388","AS01LG",50,25,4,5,5,0,1
"389","AS01LG",50,26,4,4,4,0,1
"390","AS01LG",50,27,4,6,5,1,1
"391","AS01LG",50,28,2,3,3,0,0
"392","AS01LG",50,29,3,5,5,0,1
"393","AS01LG",50,35,2,4,4,0,0
"394","AS01LG",50,51,5,5,5,1,1
"395","AS01LG",50,52,4,5,5,1,1
"396","AS01LG",50,53,4,4,4,0,0
"397","AS01LG",50,54,4,5,5,0,1
"398","AS01LG",50,57,5,6,5,1,1
"399","AS01LG",50,4,4,5,5,0,1
"400","AS01LG",50,5,4,5,5,1,1
"401","AS01LG",50,6,3,3,3,0,0
"402","AS01LG",50,7,3,5,5,0,1
"403","AS01LG",50,9,3,4,4,0,0
"404","AS01LG",50,10,4,5,5,1,1
"405","AS01LG",50,47,4,5,5,0,1
"406","AS01LG",50,48,3,3,3,0,0
"407","AS01LG",50,49,3,4,4,0,0
"408","AS01LG",50,50,NA,NA,NA,NA,NA
"409","AS01LG",50,42,4,4,4,0,1
"410","AS01LG",50,39,2,4,4,0,0
"411","AS01LG",50,40,3,4,4,0,1
"412","AS01LG",50,41,2,3,3,0,0
"413","AS01LG",50,46,4,5,5,0,0
"414","AS01LG",50,43,4,6,5,0,0
"415","AS01LG",50,44,4,6,5,0,1
"416","AS01LG",50,45,4,3,3,0,1
"417","AV01GZ",27,63,3,4,4,0,0
"418","AV01GZ",27,64,4,5,5,0,0
"419","AV01GZ",27,66,4,5,4,1,1
"420","AV01GZ",27,71,4,4,4,0,1
"421","AV01GZ",27,72,4,6,6,1,0
"422","AV01GZ",27,65,3,3,3,0,1
"423","AV01GZ",27,70,3,3,3,0,0
"424","AV01GZ",27,62,4,6,5,1,0
"425","AV01GZ",27,5,4,5,4,1,0
"426","AV01GZ",27,6,3,4,4,0,0
"427","AV01GZ",27,7,3,4,3,0,0
"428","AV01GZ",27,9,4,5,4,1,1
"429","AV01GZ",27,10,4,5,5,1,1
"430","AV01GZ",27,68,2,3,3,0,0
"431","AV01GZ",27,69,3,3,2,0,0
"432","AV01GZ",27,35,3,3,3,0,0
"433","AV01GZ",27,36,3,3,3,0,0
"434","AV01GZ",27,37,4,4,3,0,0
"435","AV01GZ",27,19,2,3,3,0,0
"436","AV01GZ",27,21,3,4,4,0,0
"437","AV01GZ",27,22,4,5,4,1,1
"438","AV01GZ",27,23,3,3,3,0,0
"439","AV01GZ",27,24,4,5,4,0,0
"440","AV01GZ",27,25,4,6,3,1,0
"441","AV01GZ",27,26,4,4,4,0,0
"442","AV01GZ",27,27,NA,NA,NA,NA,NA
"443","AV01GZ",27,28,4,4,4,0,0
"444","AV01GZ",27,29,3,4,4,0,0
"445","AV01GZ",27,50,4,5,5,1,1
"446","AV01GZ",27,51,3,3,2,0,0
"447","AV01GZ",27,52,4,3,3,0,1
"448","AV01GZ",27,53,4,6,5,1,1
"449","AV01GZ",27,54,4,6,5,1,0
"450","AV01GZ",27,57,4,6,4,0,0
"451","AV01GZ",27,61,4,4,4,0,0
"452","AV01GZ",27,4,4,5,3,0,1
"453","AV01GZ",27,43,4,4,3,0,0
"454","AV01GZ",27,44,3,4,3,0,0
"455","AV01GZ",27,45,4,4,3,0,1
"456","AV01GZ",27,46,4,4,4,0,0
"457","AV01GZ",27,12,3,4,3,0,0
"458","AV01GZ",27,13,3,5,3,0,0
"459","AV01GZ",27,15,4,6,5,1,0
"460","AV01GZ",27,17,4,6,5,1,0
"461","AV01GZ",27,18,4,5,3,1,1
"462","AV01GZ",27,39,3,4,4,0,0
"463","AV01GZ",27,40,4,4,4,0,1
"464","AV01GZ",27,41,4,3,3,0,0
"465","AV01GZ",27,42,4,4,3,0,0
"466","AV01GZ",27,47,3,4,2,0,0
"467","AV01GZ",27,48,4,5,5,0,0
"468","AV01GZ",27,49,4,5,4,0,0
"469","AW07RB",35,26,3,3,3,0,0
"470","AW07RB",35,27,3,4,3,0,1
"471","AW07RB",35,28,4,5,4,0,1
"472","AW07RB",35,29,3,4,3,0,1
"473","AW07RB",35,35,NA,NA,NA,NA,NA
"474","AW07RB",35,36,6,5,4,1,1
"475","AW07RB",35,37,4,5,4,1,1
"476","AW07RB",35,39,3,4,3,0,1
"477","AW07RB",35,40,2,4,3,0,1
"478","AW07RB",35,41,4,5,4,0,1
"479","AW07RB",35,42,3,3,2,0,1
"480","AW07RB",35,43,2,3,3,0,0
"481","AW07RB",35,44,2,3,3,0,0
"482","AW07RB",35,45,2,4,3,0,0
"483","AW07RB",35,46,3,4,2,0,1
"484","AW07RB",35,47,2,4,3,0,0
"485","AW07RB",35,48,3,5,3,0,1
"486","AW07RB",35,49,4,5,4,0,1
"487","AW07RB",35,50,3,5,3,0,1
"488","AW07RB",35,51,2,4,3,0,1
"489","AW07RB",35,52,3,4,3,0,1
"490","AW07RB",35,53,3,5,3,0,1
"491","AW07RB",35,54,3,4,3,0,1
"492","AW07RB",35,57,4,5,4,0,0
"493","AW07RB",35,61,4,5,4,1,1
"494","AW07RB",35,62,3,5,4,0,1
"495","AW07RB",35,63,4,4,4,0,0
"496","AW07RB",35,64,2,4,3,0,1
"497","AW07RB",35,65,2,4,3,0,0
"498","AW07RB",35,66,2,3,2,0,1
"499","AW07RB",35,68,3,3,3,0,0
"500","AW07RB",35,69,4,5,3,0,1
"501","AW07RB",35,70,3,5,4,0,1
"502","AW07RB",35,71,3,3,3,0,1
"503","AW07RB",35,72,3,3,3,0,0
"504","AW07RB",35,19,6,5,5,1,1
"505","AW07RB",35,21,4,4,3,0,0
"506","AW07RB",35,22,3,5,3,0,1
"507","AW07RB",35,23,2,4,2,0,1
"508","AW07RB",35,24,4,4,4,0,1
"509","AW07RB",35,25,2,3,3,0,0
"510","AW07RB",35,7,3,4,3,0,1
"511","AW07RB",35,9,2,5,4,0,1
"512","AW07RB",35,10,4,5,4,0,1
"513","AW07RB",35,12,3,4,3,0,1
"514","AW07RB",35,13,2,4,3,0,0
"515","AW07RB",35,15,3,5,3,0,1
"516","AW07RB",35,17,3,4,3,0,0
"517","AW07RB",35,18,3,5,3,0,1
"518","AW07RB",35,6,2,4,3,0,0
"519","AW07RB",35,4,2,3,3,0,0
"520","AW07RB",35,5,2,4,3,0,1
"521","BJ05HG",5,7,5,4,4,0,1
"522","BJ05HG",5,43,2,3,3,0,0
"523","BJ05HG",5,44,3,4,4,0,1
"524","BJ05HG",5,45,4,3,4,0,1
"525","BJ05HG",5,6,3,4,4,0,1
"526","BJ05HG",5,49,2,4,4,0,0
"527","BJ05HG",5,50,4,5,5,0,1
"528","BJ05HG",5,51,3,3,3,0,0
"529","BJ05HG",5,52,3,3,3,0,1
"530","BJ05HG",5,53,6,6,6,1,1
"531","BJ05HG",5,54,5,5,4,0,1
"532","BJ05HG",5,4,5,4,4,0,1
"533","BJ05HG",5,5,NA,NA,NA,NA,NA
"534","BJ05HG",5,42,5,5,5,0,0
"535","BJ05HG",5,62,6,6,5,1,1
"536","BJ05HG",5,63,2,3,4,0,0
"537","BJ05HG",5,9,6,5,4,1,0
"538","BJ05HG",5,46,3,4,4,0,0
"539","BJ05HG",5,47,5,5,5,1,1
"540","BJ05HG",5,48,3,4,4,0,0
"541","BJ05HG",5,15,3,4,4,0,1
"542","BJ05HG",5,17,3,4,4,0,1
"543","BJ05HG",5,18,6,6,5,1,1
"544","BJ05HG",5,19,2,3,4,0,0
"545","BJ05HG",5,21,2,3,4,0,1
"546","BJ05HG",5,57,5,3,5,0,1
"547","BJ05HG",5,61,3,4,4,0,1
"548","BJ05HG",5,24,5,5,5,0,1
"549","BJ05HG",5,25,5,6,5,1,1
"550","BJ05HG",5,26,5,4,4,0,1
"551","BJ05HG",5,10,3,4,4,0,1
"552","BJ05HG",5,12,2,4,4,0,1
"553","BJ05HG",5,13,6,6,5,1,0
"554","BJ05HG",5,68,2,4,4,0,1
"555","BJ05HG",5,69,2,4,4,0,1
"556","BJ05HG",5,70,4,3,4,0,1
"557","BJ05HG",5,71,4,3,4,0,0
"558","BJ05HG",5,72,3,3,4,0,1
"559","BJ05HG",5,22,4,3,4,0,0
"560","BJ05HG",5,23,2,4,4,0,1
"561","BJ05HG",5,41,3,4,4,0,1
"562","BJ05HG",5,66,6,5,5,1,1
"563","BJ05HG",5,28,2,4,4,0,1
"564","BJ05HG",5,64,3,4,4,0,1
"565","BJ05HG",5,65,3,4,4,0,1
"566","BJ05HG",5,36,2,4,4,0,0
"567","BJ05HG",5,37,5,4,4,0,0
"568","BJ05HG",5,29,3,5,4,0,1
"569","BJ05HG",5,35,2,3,3,0,0
"570","BJ05HG",5,27,5,4,4,0,1
"571","BJ05HG",5,39,2,4,4,0,1
"572","BJ05HG",5,40,3,5,4,0,1
"573","BK02MH",64,13,4,4,4,0,0
"574","BK02MH",64,15,3,4,4,0,0
"575","BK02MH",64,28,3,4,4,0,0
"576","BK02MH",64,12,2,4,4,0,0
"577","BK02MH",64,25,2,3,4,0,0
"578","BK02MH",64,26,3,4,4,0,0
"579","BK02MH",64,27,3,5,4,0,1
"580","BK02MH",64,10,4,4,4,0,0
"581","BK02MH",64,47,4,4,4,0,0
"582","BK02MH",64,29,3,4,4,0,0
"583","BK02MH",64,35,2,2,3,0,0
"584","BK02MH",64,17,2,4,4,0,0
"585","BK02MH",64,19,4,4,4,0,0
"586","BK02MH",64,21,2,3,4,0,0
"587","BK02MH",64,22,3,1,3,0,0
"588","BK02MH",64,23,3,5,4,0,0
"589","BK02MH",64,24,6,6,6,1,0
"590","BK02MH",64,43,2,4,4,0,0
"591","BK02MH",64,44,2,4,4,0,0
"592","BK02MH",64,45,3,2,3,0,0
"593","BK02MH",64,46,3,4,4,0,0
"594","BK02MH",64,64,NA,NA,NA,NA,NA
"595","BK02MH",64,48,6,6,6,1,0
"596","BK02MH",64,49,2,4,4,0,0
"597","BK02MH",64,50,3,5,4,0,0
